#F	time_to_stabilize
#F_graz: 0.393094
#stretch: 49
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.918018	0.714
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.889104	0.763105
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.914705	0.719879
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.902043	0.741727
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.972087	0.606574
#stretch: 39
#F: 0.31154	Period: 1
0.31154	381.861
#starting from: -1.00742	0.520412
#stretch: 30
#F: 0.31154	Period: 1
0.31154	438.41
#starting from: -0.992367	0.559132
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.04348	0.41009
#stretch: 41
#F: 0.31154	Period: 1
0.31154	369.295
#starting from: -0.961281	0.630026
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.8783	0.78028
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05068	0.383712
#stretch: 47
#F: 0.31154	Period: 1
0.31154	331.596
#starting from: -0.976287	0.597136
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.949888	0.653575
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.886907	0.766647
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.07698	0.263744
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -1.02982	0.455511
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.0723	0.289005
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.06256	0.335266
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.926597	0.698448
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.910508	0.727227
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.952727	0.647813
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.809258	0.877825
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.95227	0.648744
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.963911	0.624422
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.868192	0.795829
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.862189	0.804838
#stretch: 41
#F: 0.31154	Period: 1
0.31154	369.295
#starting from: -1.01626	0.495978
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08654	0.202134
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.876259	0.783459
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.06565	0.32134
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.967186	0.617353
#stretch: 22
#F: 0.31154	Period: 1
0.31154	488.676
#starting from: -0.994278	0.554398
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.747
#starting from: -0.854757	0.815768
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08189	0.234199
#stretch: 5
#F: 0.31154	Period: 1
0.31154	281.33
#starting from: -1.09632	0.105913
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -1.02684	0.464747
#stretch: 33
#F: 0.31154	Period: 1
0.31154	419.561
#starting from: -0.989315	0.566589
#stretch: 33
#F: 0.31154	Period: 1
0.31154	419.561
#starting from: -0.988687	0.568108
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.970324	0.610479
#stretch: 38
#F: 0.31154	Period: 1
0.31154	381.861
#starting from: -0.850596	0.821783
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.06699	0.315129
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.921008	0.708635
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -1.02688	0.464626
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.916875	0.716036
#stretch: 39
#F: 0.31154	Period: 1
0.31154	381.861
#starting from: -1.00791	0.51909
#stretch: 37
#F: 0.31154	Period: 1
0.31154	394.428
#starting from: -1.00386	0.529873
#stretch: 46
#F: 0.31154	Period: 1
0.31154	331.596
#starting from: -0.846696	0.827356
#stretch: 37
#F: 0.31154	Period: 1
0.31154	394.428
#starting from: -0.980217	0.58813
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.966422	0.619011
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.973293	0.603883
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.09073	0.167944
#stretch: 6
#F: 0.31154	Period: 1
0.31154	268.764
#starting from: -0.819149	0.864997
#stretch: 46
#F: 0.31154	Period: 1
0.31154	337.879
#starting from: -0.982551	0.582699
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.942995	0.667286
#stretch: 46
#F: 0.31154	Period: 1
0.31154	337.879
#starting from: -0.98306	0.581506
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05074	0.383485
#stretch: 37
#F: 0.31154	Period: 1
0.31154	394.428
#starting from: -1.00518	0.526389
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.899324	0.746295
#stretch: 47
#F: 0.31154	Period: 1
0.31154	331.596
#starting from: -1.03728	0.431368
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08144	0.237048
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.864977	0.800675
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.904469	0.737615
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.975722	0.598417
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.919733	0.71093
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.88636	0.767525
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.972043	0.606672
#stretch: 46
#F: 0.31154	Period: 1
0.31154	331.596
#starting from: -0.846577	0.827525
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.07567	0.27105
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.86073	0.807003
#stretch: 43
#F: 0.31154	Period: 1
0.31154	356.729
#starting from: -1.0169	0.494163
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.826271	0.855542
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.827718	0.853598
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.837909	0.839682
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05315	0.374195
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.944593	0.664141
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.04582	0.40172
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.957018	0.638971
#stretch: 33
#F: 0.31154	Period: 1
0.31154	419.561
#starting from: -0.991289	0.56178
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.926041	0.699471
#stretch: 6
#F: 0.31154	Period: 1
0.31154	268.764
#starting from: -0.823441	0.859321
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.864582	0.801267
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.916766	0.71623
#stretch: 48
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.84259	0.833155
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.04713	0.396959
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05976	0.347332
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -1.02565	0.468392
#stretch: 31
#F: 0.31154	Period: 1
0.31154	432.127
#starting from: -0.997876	0.545351
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.964946	0.6222
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.824974	0.857277
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.935158	0.682425
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.94639	0.660581
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.889951	0.761734
#stretch: 47
#F: 0.31154	Period: 1
0.31154	331.596
#starting from: -1.03963	0.423461
#stretch: 6
#F: 0.31154	Period: 1
0.31154	268.764
#starting from: -0.822112	0.861085
#stretch: 41
#F: 0.31154	Period: 1
0.31154	369.295
#starting from: -1.00968	0.514295
#stretch: 6
#F: 0.31154	Period: 1
0.31154	268.764
#starting from: -0.825986	0.855923
#stretch: 17
#F: 0.31154	Period: 1
0.31154	520.092
#starting from: -0.994155	0.554705
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05626	0.361832
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.801661	0.887449
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05488	0.367364
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.973162	0.604176
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.827931	0.85331
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.0826	0.229591
#stretch: 41
#F: 0.31154	Period: 1
0.31154	369.295
#starting from: -1.01107	0.510499
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08108	0.239311
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.927195	0.697345
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.956895	0.639228
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.938103	0.67679
#stretch: 6
#F: 0.31154	Period: 1
0.31154	268.764
#starting from: -0.818484	0.86587
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08294	0.227397
#stretch: 41
#F: 0.31154	Period: 1
0.31154	369.295
#starting from: -0.961544	0.629469
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.883066	0.772778
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.899702	0.745663
#stretch: 37
#F: 0.31154	Period: 1
0.31154	394.428
#starting from: -1.00413	0.529166
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.830198	0.850247
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.859464	0.808874
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.929783	0.692545
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -1.02807	0.460955
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -1.02441	0.472143
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.954758	0.643649
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.863232	0.803284
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.8708	0.791864
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.04471	0.405728
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.802859	0.885945
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.892912	0.756909
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.954393	0.644399
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.828845	0.852078
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08707	0.198157
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.910654	0.726974
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.830506	0.84983
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.04195	0.415455
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08382	0.221499
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.858437	0.810385
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -1.02455	0.471711
#stretch: 17
#F: 0.31154	Period: 1
0.31154	520.092
#starting from: -0.994887	0.552879
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.839522	0.837442
#stretch: 34
#F: 0.31154	Period: 1
0.31154	406.994
#starting from: -0.851749	0.820124
#stretch: 34
#F: 0.31154	Period: 1
0.31154	406.994
#starting from: -0.851782	0.820077
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -0.977626	0.594088
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.870233	0.792729
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.834718	0.844083
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.83917	0.837932
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.953299	0.646644
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.93442	0.683827
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.0433	0.410717
#stretch: 41
#F: 0.31154	Period: 1
0.31154	369.295
#starting from: -0.983497	0.58048
#stretch: 17
#F: 0.31154	Period: 1
0.31154	520.092
#starting from: -0.993884	0.555379
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.873087	0.788361
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.911571	0.725377
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.918294	0.713508
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -1.02784	0.461665
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.974803	0.600492
#stretch: 33
#F: 0.31154	Period: 1
0.31154	419.561
#starting from: -0.989094	0.567125
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.972553	0.605536
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -0.977662	0.594006
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08201	0.23346
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.826946	0.854636
#stretch: 37
#F: 0.31154	Period: 1
0.31154	394.428
#starting from: -1.00651	0.52287
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.06907	0.305162
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.9376	0.677758
#stretch: 47
#F: 0.31154	Period: 1
0.31154	331.596
#starting from: -1.03701	0.432267
#stretch: 41
#F: 0.31154	Period: 1
0.31154	369.295
#starting from: -1.01102	0.510629
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.921416	0.707899
#stretch: 5
#F: 0.31154	Period: 1
0.31154	281.33
#starting from: -1.09545	0.117757
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.935577	0.681627
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.816303	0.868723
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.834972	0.843733
#stretch: 41
#F: 0.31154	Period: 1
0.31154	369.295
#starting from: -0.987326	0.571385
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.868085	0.795992
#stretch: 41
#F: 0.31154	Period: 1
0.31154	369.295
#starting from: -1.0126	0.50628
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05756	0.35653
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.902802	0.740443
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05177	0.379566
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.910858	0.726619
#stretch: 47
#F: 0.31154	Period: 1
0.31154	331.596
#starting from: -1.03722	0.431568
#stretch: 27
#F: 0.31154	Period: 1
0.31154	457.259
#starting from: -0.995071	0.552419
#stretch: 5
#F: 0.31154	Period: 1
0.31154	281.33
#starting from: -1.09435	0.131138
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.931106	0.690074
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.06816	0.309576
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.905925	0.73513
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.0494	0.388559
#stretch: 27
#F: 0.31154	Period: 1
0.31154	457.259
#starting from: -0.996002	0.550085
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08073	0.241538
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.938494	0.676038
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.868555	0.795279
#stretch: 47
#F: 0.31154	Period: 1
0.31154	331.596
#starting from: -0.95839	0.636111
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.9205	0.709551
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.895501	0.752651
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.864896	0.800795
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.889572	0.762348
#stretch: 47
#F: 0.31154	Period: 1
0.31154	331.596
#starting from: -1.0331	0.445081
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.801909	0.887138
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.800596	0.888782
#stretch: 44
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -0.854516	0.816118
#stretch: 5
#F: 0.31154	Period: 1
0.31154	281.33
#starting from: -1.09736	0.0897531
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.936173	0.68049
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.870819	0.791834
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.832331	0.847347
#stretch: 6
#F: 0.31154	Period: 1
0.31154	268.764
#starting from: -0.823499	0.859243
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.938904	0.675247
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.04493	0.404937
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.08106	0.239477
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.04171	0.416305
#stretch: 29
#F: 0.31154	Period: 1
0.31154	444.693
#starting from: -0.996698	0.548334
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.891916	0.758537
#stretch: 45
#F: 0.31154	Period: 1
0.31154	344.162
#starting from: -0.978929	0.591102
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.891769	0.758777
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.88627	0.767668
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.810035	0.87683
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.859927	0.80819
#stretch: 13
#F: 0.31154	Period: 1
0.31154	545.224
#starting from: -0.992196	0.559553
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05943	0.348715
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05593	0.363175
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.972924	0.604708
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.897928	0.748626
#stretch: 6
#F: 0.31154	Period: 1
0.31154	268.764
#starting from: -0.824484	0.857931
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.831314	0.848733
#stretch: 43
#F: 0.31154	Period: 1
0.31154	356.729
#starting from: -1.01843	0.489778
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.919985	0.710478
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.89621	0.751478
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.808001	0.879432
#stretch: 28
#F: 0.31154	Period: 1
0.31154	444.693
#starting from: -0.853085	0.818194
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.898119	0.748308
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.808597	0.878671
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.907602	0.732253
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.895478	0.752689
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.94477	0.663791
#stretch: 43
#F: 0.31154	Period: 1
0.31154	356.729
#starting from: -0.978421	0.592268
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.92781	0.69621
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.96827	0.61499
#stretch: 7
#F: 0.31154	Period: 1
0.31154	262.481
#starting from: -0.817325	0.867388
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.872739	0.788895
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.949328	0.654702
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.05903	0.35041
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.06944	0.303386
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -1.04124	0.417907
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.93796	0.677065
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.861206	0.806298
#stretch: 49
#F: 0.31154	Period: 1
0.31154	312.746
#starting from: -0.827515	0.853871
#stretch: 49
#F: 0.31154	Period: 1
0.31154	319.03
#starting from: -0.947995	0.657378
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.921132	0.708411
#stretch: 39
#F: 0.312439	Period: 1
0.312439	381.861
#starting from: -1.01971	0.48606
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.90743	0.732549
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.877061	0.782212
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.892634	0.757363
#stretch: 27
#F: 0.312439	Period: 1
0.312439	457.259
#starting from: -1.00536	0.525929
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.901545	0.742566
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.923948	0.703303
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.923786	0.703598
#stretch: 41
#F: 0.312439	Period: 1
0.312439	369.295
#starting from: -1.02153	0.480726
#stretch: 41
#F: 0.312439	Period: 1
0.312439	369.295
#starting from: -1.02016	0.484755
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.931787	0.688797
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.07462	0.276821
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.818277	0.866142
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.940383	0.672383
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.882217	0.774122
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.913755	0.721552
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08515	0.212214
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.06064	0.343599
#stretch: 47
#F: 0.312439	Period: 1
0.312439	331.596
#starting from: -1.04156	0.416799
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.953423	0.646388
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.07796	0.258121
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.814304	0.871324
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.802752	0.88608
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03699	0.432327
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08374	0.222013
#stretch: 47
#F: 0.312439	Period: 1
0.312439	331.596
#starting from: -1.044	0.408267
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.874955	0.78548
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.844946	0.829835
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.07151	0.293052
#stretch: 41
#F: 0.312439	Period: 1
0.312439	369.295
#starting from: -1.02295	0.476517
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.966078	0.619756
#stretch: 46
#F: 0.312439	Period: 1
0.312439	337.879
#starting from: -0.991221	0.561945
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.83038	0.850002
#stretch: 47
#F: 0.312439	Period: 1
0.312439	331.596
#starting from: -1.04314	0.411294
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08386	0.221232
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03574	0.436491
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.844685	0.830204
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.907803	0.731906
#stretch: 32
#F: 0.312439	Period: 1
0.312439	419.561
#starting from: -0.859523	0.808786
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.06622	0.318738
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.827961	0.85327
#stretch: 46
#F: 0.312439	Period: 1
0.312439	337.879
#starting from: -0.99131	0.561728
#stretch: 47
#F: 0.312439	Period: 1
0.312439	331.596
#starting from: -1.04083	0.419336
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.846238	0.828006
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.831693	0.848217
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.823048	0.859844
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.959993	0.632747
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.816847	0.868013
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08369	0.222385
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.901557	0.742547
