#F	time_to_stabilize
#F_graz: 0.393094
#stretch: 49
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -0.97027	0.610598
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.06165	0.339239
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.915861	0.717837
#stretch: 23
#F: 0.312439	Period: 1
0.312439	482.392
#starting from: -0.973022	0.604489
#stretch: 42
#F: 0.312439	Period: 1
0.312439	363.012
#starting from: -0.998643	0.543398
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.899601	0.745833
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.917018	0.715783
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.0736	0.282249
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.944547	0.664233
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.888528	0.764036
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -0.996548	0.548712
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.810625	0.876073
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.07975	0.247538
#stretch: 43
#F: 0.312439	Period: 1
0.312439	356.729
#starting from: -1.02693	0.46449
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.05376	0.371799
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.0636	0.330622
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.962665	0.627086
#stretch: 5
#F: 0.312439	Period: 1
0.312439	281.33
#starting from: -1.09845	0.0687862
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.871408	0.790934
#stretch: 41
#F: 0.312439	Period: 1
0.312439	369.295
#starting from: -1.02219	0.478781
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.06466	0.325852
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.899369	0.746221
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.913498	0.722003
#stretch: 27
#F: 0.312439	Period: 1
0.312439	457.259
#starting from: -1.0055	0.525564
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.945607	0.662135
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.945191	0.662959
#stretch: 43
#F: 0.312439	Period: 1
0.312439	356.729
#starting from: -1.02854	0.4595
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.8056	0.882484
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.962038	0.628419
#stretch: 33
#F: 0.312439	Period: 1
0.312439	419.561
#starting from: -1.01223	0.507306
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.907157	0.733018
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.832309	0.847378
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.029
#starting from: -0.973877	0.602575
#stretch: 41
#F: 0.312439	Period: 1
0.312439	369.295
#starting from: -1.02302	0.476316
#stretch: 27
#F: 0.312439	Period: 1
0.312439	457.259
#starting from: -1.00533	0.526001
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.87252	0.789232
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.822618	0.860414
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.822348	0.860772
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.846117	0.828177
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.967165	0.617399
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.910877	0.726586
#stretch: 47
#F: 0.312439	Period: 1
0.312439	331.596
#starting from: -1.04267	0.412961
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.97779	0.593713
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.890626	0.760637
#stretch: 43
#F: 0.312439	Period: 1
0.312439	356.729
#starting from: -0.969592	0.612091
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.931554	0.689233
#stretch: 44
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -0.854231	0.816532
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.832257	0.847449
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.930004	0.692134
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.92564	0.700208
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.05445	0.369111
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.894669	0.754024
#stretch: 43
#F: 0.312439	Period: 1
0.312439	356.729
#starting from: -1.02501	0.470335
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.867943	0.796206
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.800164	0.889323
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.870616	0.792145
#stretch: 37
#F: 0.312439	Period: 1
0.312439	394.428
#starting from: -1.01313	0.504788
#stretch: 43
#F: 0.312439	Period: 1
0.312439	356.729
#starting from: -1.02871	0.45899
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.876216	0.783527
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.875173	0.785143
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.940935	0.671311
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.983372	0.580773
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.907482	0.73246
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.814812	0.870664
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.90639	0.734334
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.812812	0.873255
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.887332	0.765965
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.929008	0.693988
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.835161	0.843474
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.933449	0.685666
#stretch: 5
#F: 0.312439	Period: 1
0.312439	281.33
#starting from: -1.09617	0.108019
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.946038	0.661281
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.876114	0.783685
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.029
#starting from: -0.973962	0.602383
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03666	0.433426
#stretch: 47
#F: 0.312439	Period: 1
0.312439	331.596
#starting from: -1.04571	0.402145
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.805517	0.882589
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.0909	0.166401
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.07796	0.25812
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.935521	0.681735
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.916535	0.71664
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03241	0.447305
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03019	0.454352
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.841544	0.83462
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.800352	0.889088
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03035	0.453835
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.91216	0.724347
#stretch: 37
#F: 0.312439	Period: 1
0.312439	394.428
#starting from: -1.01349	0.503807
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.95906	0.634707
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -0.988376	0.56886
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08866	0.185622
#stretch: 5
#F: 0.312439	Period: 1
0.312439	281.33
#starting from: -1.1	0.00368618
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.871748	0.790414
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.896141	0.751592
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.814808	0.87067
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.978138	0.592916
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.908954	0.729922
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.902139	0.741565
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.807146	0.880521
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.944115	0.665085
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03559	0.436983
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.803318	0.885366
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.09015	0.173032
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.811702	0.874688
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.977281	0.594875
#stretch: 43
#F: 0.312439	Period: 1
0.312439	356.729
#starting from: -1.02682	0.464829
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.05741	0.357151
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.982798	0.582122
#stretch: 39
#F: 0.312439	Period: 1
0.312439	381.861
#starting from: -1.01771	0.491839
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03537	0.437695
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.818318	0.866087
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.834248	0.844727
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.967779	0.616061
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.04851	0.391889
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.875792	0.784184
#stretch: 47
#F: 0.312439	Period: 1
0.312439	331.596
#starting from: -0.968131	0.615294
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.978861	0.591258
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.987952	0.569881
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.881617	0.77507
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.837921	0.839665
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.876328	0.783352
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.870277	0.792662
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.837916	0.839671
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.948076	0.657215
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.966418	0.619021
#stretch: 44
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -0.852724	0.818716
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.826214	0.855617
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.07537	0.272714
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.954863	0.643432
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.83336	0.845943
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.919486	0.711374
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.890451	0.760923
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.836679	0.841383
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.909638	0.728737
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.902153	0.741542
#stretch: 37
#F: 0.312439	Period: 1
0.312439	394.428
#starting from: -1.01396	0.502483
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.836455	0.841692
#stretch: 32
#F: 0.312439	Period: 1
0.312439	419.561
#starting from: -0.859561	0.808731
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.896757	0.750572
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.05417	0.370212
#stretch: 5
#F: 0.312439	Period: 1
0.312439	281.33
#starting from: -1.09493	0.124266
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.915075	0.719226
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08841	0.187604
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.962711	0.626987
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.863583	0.802761
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.864207	0.801828
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.830842	0.849374
#stretch: 47
#F: 0.312439	Period: 1
0.312439	331.596
#starting from: -1.04244	0.413737
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.05216	0.37806
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.912459	0.723824
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08036	0.243787
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.828487	0.852562
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.982736	0.582266
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.818281	0.866137
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.976563	0.596509
#stretch: 48
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.849154	0.823851
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.871005	0.791551
#stretch: 38
#F: 0.312439	Period: 1
0.312439	388.145
#starting from: -1.00278	0.532724
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.824525	0.857876
#stretch: 41
#F: 0.312439	Period: 1
0.312439	369.295
#starting from: -1.02587	0.467729
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03614	0.43517
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.944011	0.665289
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.816319	0.868703
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.07282	0.286344
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.05365	0.372251
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.918471	0.713191
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.986776	0.572703
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.0901	0.17345
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.978032	0.593158
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08353	0.223413
#stretch: 47
#F: 0.312439	Period: 1
0.312439	331.596
#starting from: -1.04427	0.407287
#stretch: 17
#F: 0.312439	Period: 1
0.312439	520.092
#starting from: -0.972964	0.604618
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.898608	0.747492
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03269	0.446414
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.835675	0.842766
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.962191	0.628095
#stretch: 5
#F: 0.312439	Period: 1
0.312439	281.33
#starting from: -1.09689	0.0973466
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.866518	0.798358
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.904634	0.737333
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.04905	0.389863
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.978977	0.59099
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.884998	0.769703
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.07754	0.260572
#stretch: 48
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.861713	0.805545
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.903279	0.739636
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.954101	0.644998
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.910867	0.726603
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.029
#starting from: -0.974284	0.601661
#stretch: 34
#F: 0.312439	Period: 1
0.312439	406.994
#starting from: -0.856879	0.812672
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.935392	0.681979
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.900151	0.74491
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.09302	0.145806
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.0794	0.249624
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.91647	0.716756
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.06583	0.320507
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03305	0.445233
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03494	0.439104
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.952609	0.648053
#stretch: 41
#F: 0.312439	Period: 1
0.312439	369.295
#starting from: -1.02316	0.475898
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.912974	0.722924
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.936142	0.68055
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.967429	0.616824
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08594	0.206571
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03475	0.439729
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.900115	0.744971
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.821613	0.861746
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.896941	0.750266
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.897008	0.750156
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.888131	0.764677
#stretch: 37
#F: 0.312439	Period: 1
0.312439	394.428
#starting from: -1.00158	0.535854
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.846059	0.828259
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.06711	0.314562
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.08657	0.201874
#stretch: 7
#F: 0.312439	Period: 1
0.312439	262.481
#starting from: -0.823597	0.859113
#stretch: 6
#F: 0.312439	Period: 1
0.312439	268.764
#starting from: -0.828821	0.85211
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.889853	0.761893
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.977699	0.593921
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.939689	0.67373
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.06414	0.32824
#stretch: 45
#F: 0.312439	Period: 1
0.312439	344.162
#starting from: -1.03458	0.440292
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.07508	0.274299
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.864288	0.801707
#stretch: 43
#F: 0.312439	Period: 1
0.312439	356.729
#starting from: -1.02759	0.462437
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -1.05448	0.368954
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.980758	0.586878
#stretch: 46
#F: 0.312439	Period: 1
0.312439	337.879
#starting from: -0.993428	0.556511
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.987538	0.570877
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.915699	0.718123
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.846036	0.828291
#stretch: 49
#F: 0.312439	Period: 1
0.312439	312.746
#starting from: -0.910696	0.726901
#stretch: 43
#F: 0.312439	Period: 1
0.312439	356.729
#starting from: -1.02867	0.459097
#stretch: 49
#F: 0.312439	Period: 1
0.312439	319.03
#starting from: -0.982178	0.583571
