#G	time_to_stabilize
#G_graz: 0.0578561
0.1385	212.397
#starting from: -8.38528	-7.7626
0.1385	237.529
#starting from: -7.79633	-7.91812
0.1385	218.68
#starting from: -8.67314	-8.20725
0.1385	193.547
#starting from: -7.58094	-7.20986
0.1385	218.68
#starting from: -8.97359	-8.27475
0.1385	237.529
#starting from: -7.41814	-8.48683
0.1385	212.397
#starting from: -8.51329	-7.1045
0.1385	243.813
#starting from: -8.57005	-7.61919
0.1385	243.813
#starting from: -8.44236	-7.90335
0.1385	262.662
#starting from: -7.32385	-8.90478
0.1385	262.662
#starting from: -7.29249	-8.80028
0.1385	262.662
#starting from: -8.02254	-7.52228
0.1385	212.397
#starting from: -7.96295	-7.36474
0.1385	262.662
#starting from: -7.28244	-8.86113
0.1385	168.414
#starting from: -7.15508	-7.64412
0.1385	168.414
#starting from: -7.19648	-7.40508
0.1385	218.68
#starting from: -8.54128	-7.98721
0.1385	212.397
#starting from: -8.2443	-7.49231
0.1385	262.662
#starting from: -7.85939	-8.57819
0.1385	193.547
#starting from: -8.51997	-8.81418
0.1385	168.414
#starting from: -7.10478	-7.66775
0.1385	193.547
#starting from: -7.60682	-7.09879
0.1385	168.414
#starting from: -7.43439	-7.20331
0.1385	243.813
#starting from: -8.77886	-8.00311
0.1385	187.264
#starting from: -7.4975	-8.84926
0.1385	262.662
#starting from: -8.26068	-7.18221
0.1385	218.68
#starting from: -7.05286	-8.28129
0.1385	268.945
#starting from: -8.14627	-8.47256
0.1385	243.813
#starting from: -8.17589	-8.76216
0.1385	218.68
#starting from: -8.8752	-8.5884
0.1385	168.414
#starting from: -7.47853	-7.23853
0.1385	243.813
#starting from: -8.87133	-7.81299
0.1385	218.68
#starting from: -7.06448	-7.31667
0.1385	262.662
#starting from: -8.23423	-7.42021
0.1385	262.662
#starting from: -7.94086	-8.00747
0.1385	218.68
#starting from: -8.75685	-8.7478
0.1385	243.813
#starting from: -8.69231	-7.5354
0.1385	262.662
#starting from: -7.66371	-8.44745
0.1385	243.813
#starting from: -8.54053	-8.56457
0.1385	262.662
#starting from: -8.00344	-7.84539
0.1385	212.397
#starting from: -8.54528	-7.35844
0.1385	193.547
#starting from: -7.82802	-7.06337
0.1385	218.68
#starting from: -7.54735	-7.73208
0.1385	243.813
#starting from: -8.61396	-7.28576
0.1385	243.813
#starting from: -8.40301	-8.86961
0.1385	243.813
#starting from: -8.05422	-8.90051
0.1385	218.68
#starting from: -7.56083	-7.86764
0.1385	193.547
#starting from: -7.90135	-7.33389
0.1385	168.414
#starting from: -7.04117	-8.01881
0.1385	212.397
#starting from: -8.54918	-7.07917
0.1385	168.414
#starting from: -8.88978	-8.9885
0.1385	262.662
#starting from: -8.02767	-7.70148
0.1385	243.813
#starting from: -8.66969	-7.67357
0.1385	243.813
#starting from: -8.70878	-7.26262
0.1385	243.813
#starting from: -7.13395	-8.59949
0.1385	168.414
#starting from: -7.24825	-7.65197
0.1385	187.264
#starting from: -7.97634	-8.1356
0.1385	168.414
#starting from: -7.27738	-7.59766
0.1385	262.662
#starting from: -8.05057	-8.25126
0.1385	243.813
#starting from: -8.24692	-8.36192
0.1385	218.68
#starting from: -8.38049	-8.75758
0.1385	168.414
#starting from: -7.33512	-7.22901
0.1385	218.68
#starting from: -7.22669	-7.97595
0.1385	193.547
#starting from: -7.56663	-7.80953
0.1385	212.397
#starting from: -8.37205	-7.31701
0.1385	187.264
#starting from: -8.2499	-8.02103
0.1385	262.662
#starting from: -7.42185	-8.71568
0.1385	237.529
#starting from: -7.84391	-8.82941
0.1385	262.662
#starting from: -7.96895	-7.87145
0.1385	237.529
#starting from: -7.30176	-8.62738
0.1385	218.68
#starting from: -7.2649	-7.20003
0.1385	193.547
#starting from: -8.78213	-8.42887
0.1385	237.529
#starting from: -7.62629	-8.99468
0.1385	218.68
#starting from: -7.76492	-7.20332
0.1385	243.813
#starting from: -7.95084	-8.90995
0.1385	212.397
#starting from: -8.13045	-8.36681
0.1385	262.662
#starting from: -7.31299	-8.82768
0.1385	218.68
#starting from: -7.27265	-8.29275
0.1385	262.662
#starting from: -7.70204	-8.15873
0.1385	237.529
#starting from: -7.80754	-8.79838
0.1385	168.414
#starting from: -8.9551	-8.99099
0.1385	218.68
#starting from: -7.33591	-7.78124
0.1385	212.397
#starting from: -7.335	-8.54191
0.1385	243.813
#starting from: -8.46849	-8.09591
0.1385	262.662
#starting from: -7.73251	-8.70267
0.1385	262.662
#starting from: -7.40685	-8.88429
0.1385	262.662
#starting from: -8.32027	-7.00264
0.1385	262.662
#starting from: -8.23865	-7.23833
0.1385	193.547
#starting from: -7.2485	-7.33969
0.1385	262.662
#starting from: -8.62343	-7.24327
0.1385	168.414
#starting from: -7.01542	-8.00688
0.1385	218.68
#starting from: -7.53067	-7.91716
0.1385	262.662
#starting from: -8.21944	-7.20591
0.1385	237.529
#starting from: -7.86808	-7.63818
0.1385	262.662
#starting from: -7.64261	-8.3122
0.1385	243.813
#starting from: -7.99556	-8.84036
0.1385	193.547
#starting from: -7.73305	-7.25596
0.1385	218.68
#starting from: -8.97465	-7.00986
0.1385	187.264
#starting from: -8.5113	-7.23224
0.1385	243.813
#starting from: -8.372	-8.21123
0.1385	193.547
#starting from: -7.21339	-7.82907
0.1385	193.547
#starting from: -7.24123	-7.83761
0.1385	262.662
#starting from: -7.96784	-8.40868
0.1385	212.397
#starting from: -7.48022	-8.82904
0.1385	212.397
#starting from: -8.48346	-7.51759
0.1385	243.813
#starting from: -8.41567	-7.99801
0.1385	237.529
#starting from: -7.85752	-7.68239
0.1385	193.547
#starting from: -8.82728	-8.35904
0.1385	262.662
#starting from: -7.74967	-8.12509
0.1385	187.264
#starting from: -7.99844	-8.25293
0.1385	218.68
#starting from: -8.37098	-8.43378
0.1385	193.547
#starting from: -8.98998	-7.74049
0.1385	193.547
#starting from: -7.32548	-7.7149
0.1385	262.662
#starting from: -8.17207	-7.48761
0.1385	193.547
#starting from: -7.40777	-7.85613
0.1385	212.397
#starting from: -7.0806	-8.88205
0.1385	262.662
#starting from: -7.32292	-8.79436
0.1385	243.813
#starting from: -8.15481	-8.5169
0.1385	218.68
#starting from: -8.80171	-7.79561
0.1385	193.547
#starting from: -8.50709	-8.95142
0.1385	218.68
#starting from: -7.73868	-7.41824
0.1385	237.529
#starting from: -7.78405	-8.83768
0.1385	237.529
#starting from: -7.86911	-8.86459
0.1385	237.529
#starting from: -7.67315	-7.98893
0.1385	262.662
#starting from: -8.3067	-7.19393
0.1385	193.547
#starting from: -7.01105	-7.42698
0.1385	243.813
#starting from: -8.66559	-7.33516
0.1385	243.813
#starting from: -8.7817	-7.31745
0.1385	193.547
#starting from: -8.96566	-7.91782
0.1385	243.813
#starting from: -8.82784	-7.9972
0.1385	218.68
#starting from: -8.49784	-8.50389
0.1385	237.529
#starting from: -7.99458	-7.45914
0.1385	212.397
#starting from: -8.23027	-7.59892
0.1385	243.813
#starting from: -8.11152	-8.50129
0.1385	218.68
#starting from: -7.78442	-7.32197
0.1385	193.547
#starting from: -8.31715	-8.70773
0.1385	218.68
#starting from: -8.54137	-8.40213
0.1385	187.264
#starting from: -8.11929	-7.84085
0.1385	262.662
#starting from: -7.71253	-8.74212
0.1385	262.662
#starting from: -8.02925	-8.25641
0.1385	243.813
#starting from: -7.46403	-8.07164
0.1385	243.813
#starting from: -8.69691	-7.56377
0.1385	243.813
#starting from: -8.04132	-8.85086
0.1385	218.68
#starting from: -7.12068	-8.45685
0.1385	243.813
#starting from: -7.43238	-7.68627
0.1385	218.68
#starting from: -8.3804	-8.54263
0.1385	243.813
#starting from: -7.85697	-7.3333
0.1385	193.547
#starting from: -7.75099	-7.48841
0.1385	243.813
#starting from: -7.52437	-7.9778
0.1385	262.662
#starting from: -8.11921	-8.32675
0.1385	212.397
#starting from: -8.48113	-7.44242
0.1385	262.662
#starting from: -7.8319	-8.04
0.1385	243.813
#starting from: -8.53756	-8.57989
0.1385	168.414
#starting from: -7.43298	-7.11128
0.1385	193.547
#starting from: -7.74363	-7.71063
0.1385	262.662
#starting from: -8.26932	-7.25808
0.1385	212.397
#starting from: -8.50253	-7.05108
0.1385	168.414
#starting from: -7.33729	-7.18907
0.1385	193.547
#starting from: -7.44484	-7.70306
0.1385	262.662
#starting from: -7.55083	-8.67062
0.1385	193.547
#starting from: -7.4065	-8.09997
0.1385	193.547
#starting from: -8.80745	-7.5795
0.1385	262.662
#starting from: -8.30622	-7.21501
0.1385	243.813
#starting from: -8.3507	-8.36549
0.1385	262.662
#starting from: -8.42096	-7.05762
0.1385	268.945
#starting from: -8.13938	-8.49259
0.1385	243.813
#starting from: -8.90627	-7.72672
0.1385	218.68
#starting from: -8.92458	-8.34459
0.1385	262.662
#starting from: -7.92247	-8.41344
0.1385	218.68
#starting from: -7.69392	-7.62863
0.1385	237.529
#starting from: -7.81979	-8.82355
0.1385	218.68
#starting from: -8.87377	-7.90634
0.1385	262.662
#starting from: -7.92948	-7.70855
0.1385	237.529
#starting from: -7.86617	-7.77656
0.1385	187.264
#starting from: -7.66903	-8.74134
0.1385	237.529
#starting from: -7.25154	-8.80094
0.1385	193.547
#starting from: -7.34824	-7.66042
0.1385	243.813
#starting from: -8.339	-8.27459
0.1385	243.813
#starting from: -8.61743	-7.44835
0.1385	243.813
#starting from: -8.48504	-8.06825
0.1385	243.813
#starting from: -7.15961	-7.33232
0.1385	218.68
#starting from: -8.94048	-7.00601
0.1385	168.414
#starting from: -7.59571	-7.09344
0.1385	212.397
#starting from: -8.50971	-7.36565
0.1385	237.529
#starting from: -7.22262	-8.80645
0.1385	168.414
#starting from: -7.18428	-7.63094
0.1385	187.264
#starting from: -8.16687	-7.88098
0.1385	187.264
#starting from: -8.36472	-7.50462
0.1385	212.397
#starting from: -7.26911	-8.63269
0.1385	237.529
#starting from: -8.47067	-7.00114
0.1385	243.813
#starting from: -7.64789	-7.72836
0.1385	187.264
#starting from: -8.01367	-8.21534
0.1385	262.662
#starting from: -7.78119	-8.18252
0.1385	218.68
#starting from: -8.65058	-8.26422
0.1385	243.813
#starting from: -7.04237	-7.13001
0.1385	243.813
#starting from: -7.43702	-8.13684
0.1385	237.529
#starting from: -7.76006	-8.89332
0.1385	168.414
#starting from: -7.26785	-7.52136
0.1385	193.547
#starting from: -7.24255	-8.49344
0.1385	193.547
#starting from: -8.87394	-7.49363
0.1385	262.662
#starting from: -7.98119	-7.88129
0.1385	187.264
#starting from: -7.50757	-8.9299
0.1385	243.813
#starting from: -7.11628	-8.66186
0.1385	193.547
#starting from: -7.24442	-7.3518
0.1385	168.414
#starting from: -7.10318	-7.7157
0.1385	218.68
#starting from: -8.32353	-8.66858
0.1385	193.547
#starting from: -7.43729	-8.15502
0.1385	237.529
#starting from: -7.74721	-8.83285
0.1385	218.68
#starting from: -7.68987	-7.37385
0.1385	193.547
#starting from: -7.6171	-7.96842
0.1385	218.68
#starting from: -7.53342	-7.42955
0.1385	168.414
#starting from: -8.93421	-8.96618
0.1385	168.414
#starting from: -7.43161	-7.24811
0.1385	243.813
#starting from: -8.64924	-8.30962
0.1385	212.397
#starting from: -7.97963	-7.37455
0.1385	193.547
#starting from: -7.13933	-7.04145
0.1385	262.662
#starting from: -7.58141	-8.92783
0.1385	193.547
#starting from: -8.10888	-7.01811
0.1385	237.529
#starting from: -7.5192	-8.40587
0.1385	212.397
#starting from: -7.08307	-8.88424
0.1385	243.813
#starting from: -7.06838	-8.72285
0.1385	187.264
#starting from: -8.37346	-7.56564
0.1385	212.397
#starting from: -7.74381	-8.43674
0.1385	193.547
#starting from: -7.72415	-7.21542
0.1385	262.662
#starting from: -8.51846	-7.49557
0.1385	212.397
#starting from: -8.16591	-8.31446
0.1385	168.414
#starting from: -7.39538	-7.28911
0.1385	168.414
#starting from: -7.34536	-7.24798
0.1385	218.68
#starting from: -7.30219	-7.76818
0.1385	237.529
#starting from: -7.50115	-8.27878
0.1385	193.547
#starting from: -7.51779	-7.36086
0.1385	243.813
#starting from: -8.24263	-8.39857
0.1385	262.662
#starting from: -8.28739	-7.29159
0.1385	237.529
#starting from: -7.79688	-7.87838
0.1385	218.68
#starting from: -8.70482	-7.78659
0.1385	193.547
#starting from: -7.42897	-7.81903
0.1385	218.68
#starting from: -7.28656	-8.31543
0.1385	237.529
#starting from: -8.27888	-7.38732
0.1385	262.662
#starting from: -7.9231	-7.78316
0.1385	218.68
#starting from: -8.46404	-8.56277
0.1385	218.68
#starting from: -7.34428	-7.78659
0.1385	212.397
#starting from: -7.49344	-8.20384
0.1385	243.813
#starting from: -8.73008	-8.15786
0.1385	243.813
#starting from: -8.56665	-7.61291
0.1385	243.813
#starting from: -8.8334	-7.00943
0.1385	262.662
#starting from: -8.31408	-7.06877
0.1385	193.547
#starting from: -7.70829	-7.21193
0.1385	262.662
#starting from: -7.45038	-8.65899
0.1385	193.547
#starting from: -8.90823	-8.88402
0.1385	262.662
#starting from: -7.80227	-8.20097
0.1385	237.529
#starting from: -8.12722	-7.29998
0.1385	237.529
#starting from: -8.38625	-7.18005
0.1385	193.547
#starting from: -7.03367	-7.40467
0.1385	218.68
#starting from: -8.44415	-8.36758
0.1385	218.68
#starting from: -7.66815	-7.17011
0.1385	237.529
#starting from: -7.39832	-8.46655
0.1385	218.68
#starting from: -7.53814	-7.80758
0.1385	218.68
#starting from: -8.75209	-8.03239
0.1385	262.662
#starting from: -7.73056	-8.12221
0.1385	218.68
#starting from: -7.30048	-7.89148
0.1385	187.264
#starting from: -8.38654	-7.537
0.1385	218.68
#starting from: -8.91514	-7.50193
0.1385	243.813
#starting from: -8.17127	-8.42759
0.1365	168.41
#starting from: -7.09051	-7.25245
0.1365	187.259
#starting from: -7.61278	-8.69828
0.1365	212.392
#starting from: -7.69255	-7.98222
0.1365	262.658
#starting from: -8.12402	-7.47342
0.1365	237.525
#starting from: -8.15378	-7.61366
0.1365	187.26
#starting from: -7.74393	-7.72964
0.1365	237.525
#starting from: -8.11445	-8.06592
0.1365	187.259
#starting from: -7.50611	-8.9116
0.1365	243.808
#starting from: -8.42451	-7.85645
0.1365	243.808
#starting from: -7.40454	-7.20285
0.1365	193.543
#starting from: -8.31248	-8.68461
0.1365	243.808
#starting from: -8.49534	-7.53415
0.1365	243.808
#starting from: -8.69905	-8.45669
0.1365	243.808
#starting from: -7.22752	-7.53634
0.1365	237.525
#starting from: -7.97672	-7.82008
0.1365	212.392
#starting from: -7.97971	-8.11953
0.1365	218.675
#starting from: -7.4783	-7.27555
0.1365	243.808
#starting from: -7.96002	-8.52595
0.1365	262.658
#starting from: -7.33249	-8.81606
0.1365	262.658
#starting from: -7.24965	-8.42004
0.1365	212.392
#starting from: -7.24172	-8.87746
0.1365	193.543
#starting from: -7.08419	-8.41097
0.1365	193.543
#starting from: -7.40565	-7.04943
0.1365	193.543
#starting from: -8.86894	-7.47584
0.1365	193.543
#starting from: -8.63456	-8.04174
0.1365	262.658
#starting from: -7.00677	-8.79473
0.1365	237.525
#starting from: -7.40858	-8.00375
0.1365	193.543
#starting from: -8.56	-7.30245
0.1365	262.658
#starting from: -8.384	-7.40003
0.1365	212.392
#starting from: -7.72182	-8.41906
0.1365	193.543
#starting from: -8.18632	-8.80273
0.1365	218.675
#starting from: -8.42796	-8.29265
0.1365	218.675
#starting from: -7.29403	-7.3564
0.1365	243.808
#starting from: -8.83546	-7.33604
0.1365	218.675
#starting from: -8.47201	-8.81797
0.1365	262.658
#starting from: -7.11279	-8.60218
0.1365	193.543
#starting from: -7.07868	-7.90576
0.1365	268.941
#starting from: -8.0699	-8.63881
0.1365	212.392
#starting from: -7.7873	-8.33572
0.1365	218.675
#starting from: -7.31449	-7.86108
0.1365	212.392
#starting from: -7.21232	-8.79335
0.1365	193.543
#starting from: -7.3689	-7.10382
0.1365	187.259
#starting from: -8.82337	-8.9847
0.1365	193.543
#starting from: -7.72853	-7.25754
0.1365	193.543
#starting from: -7.71641	-7.24507
0.1365	193.543
#starting from: -7.56809	-7.60485
0.1365	218.675
#starting from: -8.15189	-8.21519
0.1365	193.543
#starting from: -8.56734	-8.12608
0.1365	193.543
#starting from: -8.38402	-8.71609
0.1365	237.525
#starting from: -8.07244	-7.74405
0.1365	218.675
#starting from: -7.48791	-7.2182
0.1365	218.675
#starting from: -8.56975	-7.22949
0.1365	262.658
#starting from: -8.38223	-7.35937
0.1365	212.392
#starting from: -8.05092	-8.07915
0.1365	212.392
#starting from: -7.57849	-7.98295
0.1365	193.543
#starting from: -8.59138	-8.07255
0.1365	187.259
#starting from: -7.68667	-8.59605
0.1365	218.675
#starting from: -8.41171	-7.5734
0.1365	212.392
#starting from: -7.88917	-7.58265
0.1365	212.392
#starting from: -7.71741	-7.96548
0.1365	218.675
#starting from: -8.59059	-8.50755
0.1365	187.259
#starting from: -7.50831	-8.87551
0.1365	243.808
#starting from: -7.28154	-7.46782
0.1365	212.392
#starting from: -7.18839	-8.29433
0.1365	193.543
#starting from: -8.47845	-8.4637
0.1365	237.525
#starting from: -7.52158	-7.71797
0.1365	193.543
#starting from: -8.44607	-8.3846
0.1365	187.259
#starting from: -7.53295	-8.80586
0.1365	168.41
#starting from: -8.73098	-8.81576
0.1365	212.392
#starting from: -7.99782	-7.43906
0.1365	268.941
#starting from: -7.94927	-8.82524
0.1365	262.658
#starting from: -8.10028	-7.57501
0.1365	218.675
#starting from: -8.54947	-8.68799
0.1365	212.392
#starting from: -8.14598	-7.00203
0.1365	212.392
#starting from: -7.65223	-7.97935
0.1365	212.392
#starting from: -8.04422	-7.09835
0.1365	262.658
#starting from: -7.14888	-8.53783
0.1365	212.392
#starting from: -7.9853	-7.20964
0.1365	168.41
#starting from: -8.62818	-8.97544
0.1365	243.808
#starting from: -8.09598	-8.18957
0.1365	243.808
#starting from: -7.43452	-7.54233
0.1365	212.392
#starting from: -8.07299	-7.12105
0.1365	212.392
#starting from: -7.7089	-8.855
0.1365	287.79
#starting from: -7.70888	-7.6709
0.1365	168.41
#starting from: -8.1898	-8.81191
0.1365	243.808
#starting from: -8.74936	-8.46947
0.1365	212.392
#starting from: -7.29589	-8.62158
0.1365	193.543
#starting from: -7.77502	-7.05843
0.1365	218.675
#starting from: -7.36164	-7.19289
0.1365	193.543
#starting from: -7.28401	-7.58021
0.1365	243.808
#starting from: -8.78439	-7.02796
0.1365	218.675
#starting from: -7.25669	-7.65914
0.1365	218.675
#starting from: -7.88076	-8.65242
0.1365	218.675
#starting from: -7.36368	-7.57145
0.1365	168.41
#starting from: -8.41567	-8.37274
0.1365	218.675
#starting from: -7.61557	-7.06701
0.1365	237.525
#starting from: -8.07723	-7.66856
0.1365	193.543
#starting from: -8.73078	-7.842
0.1365	237.525
#starting from: -7.2945	-8.11496
0.1365	193.543
#starting from: -7.22601	-8.19432
0.1365	287.79
#starting from: -7.14636	-8.62287
0.1365	212.392
#starting from: -7.62338	-8.56401
0.1365	168.41
#starting from: -8.825	-8.70827
0.1365	212.392
#starting from: -7.28762	-8.55402
0.1365	268.941
#starting from: -8.3194	-7.6829
0.1365	212.392
#starting from: -8.20051	-7.0734
0.1365	193.543
#starting from: -7.89986	-8.81279
0.1365	193.543
#starting from: -7.03705	-8.27665
0.1365	262.658
#starting from: -7.69918	-7.60131
0.1365	212.392
#starting from: -8.28956	-7.09307
0.1365	193.543
#starting from: -8.8604	-7.60912
0.1365	243.808
#starting from: -8.96504	-7.88912
0.1365	212.392
#starting from: -7.59369	-8.34813
0.1365	193.543
#starting from: -8.72375	-7.80124
0.1365	168.41
#starting from: -7.13549	-7.24402
0.1365	262.658
#starting from: -8.37251	-7.38995
0.1365	268.941
#starting from: -7.92512	-8.65936
0.1365	218.675
#starting from: -7.72411	-7.11134
0.1365	218.675
#starting from: -7.3943	-7.57641
0.1365	262.658
#starting from: -7.93676	-7.2688
0.1365	262.658
#starting from: -7.58336	-7.79959
0.1365	218.675
#starting from: -8.81749	-7.97017
0.1365	218.675
#starting from: -7.59447	-7.07474
0.1365	193.543
#starting from: -8.26384	-8.07759
0.1365	193.543
#starting from: -7.25528	-8.09492
0.1365	193.543
#starting from: -8.4085	-8.65011
0.1365	193.543
#starting from: -8.45852	-7.33074
0.1365	243.808
#starting from: -8.05332	-8.98172
0.1365	218.675
#starting from: -7.06936	-8.27035
0.1365	212.392
#starting from: -7.94042	-8.14196
0.1365	212.392
#starting from: -7.72683	-8.77853
0.1365	218.675
#starting from: -7.4867	-7.38125
0.1365	237.525
#starting from: -8.30881	-7.48588
0.1365	218.675
#starting from: -8.40208	-8.80553
0.1365	193.543
#starting from: -7.22253	-8.15795
0.1365	268.941
#starting from: -8.41681	-8.32159
0.1365	212.392
#starting from: -7.47611	-8.41653
0.1365	243.808
#starting from: -8.28911	-8.56992
0.1365	268.941
#starting from: -8.08884	-8.53858
0.1365	262.658
#starting from: -7.36422	-8.16733
0.1365	212.392
#starting from: -8.10634	-7.81817
0.1365	212.392
#starting from: -7.45981	-8.33754
0.1365	212.392
#starting from: -8.14626	-7.35667
0.1365	187.259
#starting from: -7.61708	-8.82778
0.1365	218.675
#starting from: -7.2902	-8.10221
0.1365	218.675
#starting from: -7.42048	-7.14138
0.1365	168.41
#starting from: -8.87042	-8.50164
0.1365	218.675
#starting from: -8.66898	-8.31863
0.1365	187.26
#starting from: -8.11798	-7.01522
0.1365	237.525
#starting from: -7.88234	-7.0498
0.1365	262.658
#starting from: -8.40991	-7.19848
0.1365	168.41
#starting from: -7.14641	-7.1307
0.1365	193.543
#starting from: -7.53344	-7.66315
0.1365	262.658
#starting from: -7.9566	-7.10629
0.1365	168.41
#starting from: -8.98847	-8.34813
0.1365	268.941
#starting from: -7.96641	-8.83522
0.1365	218.675
#starting from: -7.09355	-8.09106
0.1365	193.543
#starting from: -7.65968	-7.31521
0.1365	168.41
#starting from: -8.93935	-8.49201
0.1365	262.658
#starting from: -8.45543	-7.07474
0.1365	212.392
#starting from: -7.83425	-7.11273
0.1365	237.525
#starting from: -8.24657	-7.47497
0.1365	212.392
#starting from: -7.78309	-8.73875
0.1365	212.392
#starting from: -7.8839	-7.60189
0.1365	243.808
#starting from: -7.98661	-8.91775
0.1365	287.79
#starting from: -7.24158	-8.92714
0.1365	218.675
#starting from: -7.06538	-8.02309
0.1365	218.675
#starting from: -7.28253	-7.73125
0.1365	212.392
#starting from: -7.82351	-7.75846
0.1365	262.658
#starting from: -8.22111	-7.88797
0.1365	212.392
#starting from: -7.55996	-8.11115
0.1365	212.392
#starting from: -7.9068	-8.27289
0.1365	237.525
#starting from: -7.61374	-7.89595
0.1365	212.392
#starting from: -7.89331	-7.64994
0.1365	193.543
#starting from: -8.84323	-7.7311
0.1365	187.259
#starting from: -8.78263	-8.98219
0.1365	193.543
#starting from: -8.22466	-8.9408
0.1365	193.543
#starting from: -8.38215	-8.45821
0.1365	212.392
#starting from: -7.94475	-8.25075
0.1365	193.543
#starting from: -8.90881	-7.43352
0.1365	262.658
#starting from: -7.03229	-8.7118
0.1365	237.525
#starting from: -8.32787	-7.28474
0.1365	193.543
#starting from: -8.53838	-8.41849
0.1365	243.808
#starting from: -8.6965	-8.42113
0.1365	212.392
#starting from: -7.84953	-7.85353
0.1365	193.543
#starting from: -7.17387	-8.28354
0.1365	187.26
#starting from: -8.10513	-7.03229
0.1365	237.525
#starting from: -8.06299	-8.16689
0.1365	193.543
#starting from: -8.64714	-8.14453
0.1365	237.525
#starting from: -8.27196	-7.31621
0.1365	268.941
#starting from: -8.30504	-8.5415
0.1365	187.26
#starting from: -7.16785	-8.71947
0.1365	218.675
#starting from: -8.08379	-8.75555
0.1365	218.675
#starting from: -7.53744	-7.16184
0.1365	237.525
#starting from: -7.81605	-7.23777
0.1365	243.808
#starting from: -8.95989	-8.17482
0.1365	193.543
#starting from: -8.59663	-8.95601
0.1365	187.259
#starting from: -8.946	-8.68446
0.1365	143.277
#starting from: -8.89816	-8.47555
0.1365	243.808
#starting from: -7.4969	-7.55145
0.1365	268.941
#starting from: -8.56011	-7.41469
0.1365	193.543
#starting from: -7.15718	-8.29375
0.1365	212.392
#starting from: -7.75143	-8.39141
0.1365	262.658
#starting from: -8.38411	-7.37523
0.1365	193.543
#starting from: -7.17647	-8.27746
0.1365	212.392
#starting from: -7.88893	-8.41158
0.1365	212.392
#starting from: -7.71067	-8.98983
0.1365	168.41
#starting from: -7.01121	-8.30125
0.1365	212.392
#starting from: -7.60678	-8.30872
0.1365	237.525
#starting from: -7.82299	-8.75169
0.1365	193.543
#starting from: -8.9949	-8.05845
0.1365	237.525
#starting from: -8.27116	-7.49606
0.1365	218.675
#starting from: -8.07063	-8.38607
0.1365	243.808
#starting from: -8.72655	-8.38896
0.1365	243.808
#starting from: -8.85966	-7.28612
0.1365	168.41
#starting from: -7.71648	-7.19069
0.1365	212.392
#starting from: -7.89421	-7.77539
0.1365	212.392
#starting from: -8.085	-7.1478
0.1365	218.675
#starting from: -7.09383	-7.94509
0.1365	268.941
#starting from: -8.0442	-8.70274
0.1365	168.41
#starting from: -7.12519	-7.21446
0.1365	243.808
#starting from: -8.75181	-7.04151
0.1365	143.277
#starting from: -8.98992	-8.24536
0.1365	187.26
#starting from: -7.63031	-7.94968
0.1365	212.392
#starting from: -7.31167	-8.80586
0.1365	218.675
#starting from: -7.01952	-8.10057
0.1365	237.525
#starting from: -8.23617	-7.62788
0.1365	262.658
#starting from: -7.89811	-7.87877
0.1365	237.525
#starting from: -7.50784	-7.77716
0.1365	193.543
#starting from: -8.2756	-8.87556
0.1365	212.392
#starting from: -7.84809	-8.20814
0.1365	212.392
#starting from: -7.78727	-7.76409
0.1365	193.543
#starting from: -8.86573	-7.5507
0.1365	262.658
#starting from: -7.38794	-8.15033
0.1365	237.525
#starting from: -8.34138	-7.43493
0.1365	237.525
#starting from: -8.22985	-7.71834
0.1365	193.543
#starting from: -7.36528	-7.9674
0.1365	262.658
#starting from: -7.30242	-8.85369
0.1365	218.675
#starting from: -8.74468	-8.10262
0.1365	193.543
#starting from: -7.95189	-8.76684
0.1365	218.675
#starting from: -7.38602	-7.50474
0.1365	218.675
#starting from: -7.36292	-7.77279
0.1365	287.79
#starting from: -7.2621	-8.46404
0.1365	262.658
#starting from: -7.929	-7.14656
0.1365	262.658
#starting from: -7.88567	-7.91928
0.1365	212.392
#starting from: -8.13744	-7.30448
0.1365	218.675
#starting from: -8.19667	-8.08837
0.1365	287.79
#starting from: -7.47607	-8.11095
0.1365	212.392
#starting from: -7.79698	-7.98047
0.1365	268.941
#starting from: -7.02197	-7.13487
0.1365	287.79
#starting from: -8.29616	-7.11435
0.1365	193.543
#starting from: -8.60493	-8.06479
0.1365	193.543
#starting from: -7.23348	-7.61307
0.1365	212.392
#starting from: -8.01664	-7.29451
0.1365	212.392
#starting from: -7.84007	-7.72184
0.1365	237.525
#starting from: -7.03451	-8.62417
0.1365	243.808
#starting from: -7.93995	-8.92876
0.1365	243.808
#starting from: -8.84829	-8.3592
0.1365	212.392
#starting from: -7.65845	-8.04851
0.1365	218.675
#starting from: -8.97199	-7.634
0.1365	212.392
#starting from: -7.98188	-7.52787
0.1365	268.941
#starting from: -8.2779	-8.0952
0.1365	218.675
#starting from: -7.03414	-8.00706
0.1365	262.658
#starting from: -8.24096	-7.25532
0.1365	218.675
#starting from: -8.61798	-8.46743
0.1365	212.392
#starting from: -7.96948	-7.40292
0.1365	218.675
#starting from: -7.51475	-7.24339
0.1365	243.808
#starting from: -8.57559	-8.66353
0.1365	212.392
#starting from: -7.48176	-8.38619
0.1365	187.259
#starting from: -7.7264	-8.57215
0.1365	212.392
#starting from: -7.56077	-8.01939
0.1365	243.808
#starting from: -7.54793	-7.33462
0.1365	218.675
#starting from: -7.15834	-7.59327
0.1365	218.675
#starting from: -8.70277	-8.34096
0.1365	212.392
#starting from: -8.1735	-7.19957
