#G	time_to_stabilize
#G_graz: 0.0578561
0.208125	124.584
#starting from: -7.5349	-8.41903
0.208125	124.584
#starting from: -7.05629	-7.73382
0.208125	124.584
#starting from: -7.45787	-8.58324
0.208125	124.584
#starting from: -7.79173	-8.63779
0.208125	124.584
#starting from: -8.05513	-8.40057
0.208125	124.584
#starting from: -8.36326	-7.96888
0.208125	124.584
#starting from: -7.83243	-8.66769
0.208125	124.584
#starting from: -8.07936	-8.11682
0.208125	124.584
#starting from: -7.17731	-7.42838
0.208125	149.717
#starting from: -7.33137	-7.45838
0.208125	149.717
#starting from: -7.5126	-8.26044
0.208125	124.584
#starting from: -8.11991	-8.60228
0.208125	124.584
#starting from: -8.01762	-8.59873
0.208125	124.584
#starting from: -8.27609	-7.77103
0.208125	124.584
#starting from: -8.70005	-7.11127
0.208125	124.584
#starting from: -8.00126	-7.75103
0.208125	124.584
#starting from: -7.7358	-8.10231
0.208125	149.717
#starting from: -7.46023	-8.3443
0.208125	124.584
#starting from: -7.63562	-8.89238
0.208125	124.584
#starting from: -8.30243	-8.56134
0.208125	149.717
#starting from: -7.35228	-7.40566
0.208125	124.584
#starting from: -7.79825	-8.99504
0.208125	124.584
#starting from: -8.91626	-8.44907
0.208125	130.867
#starting from: -7.00042	-7.49968
0.208125	124.584
#starting from: -8.30606	-7.92319
0.208125	124.584
#starting from: -8.2889	-7.45539
0.208125	124.584
#starting from: -8.97829	-7.61568
0.208125	124.584
#starting from: -8.40744	-7.10385
0.208125	124.584
#starting from: -8.49561	-7.88184
0.208125	124.584
#starting from: -7.99212	-7.90339
0.208125	149.717
#starting from: -7.55862	-7.766
0.208125	124.584
#starting from: -8.43062	-8.52341
0.208125	124.584
#starting from: -8.05093	-7.13928
0.208125	124.584
#starting from: -7.48809	-8.55386
0.208125	124.584
#starting from: -8.14281	-7.8498
0.208125	124.584
#starting from: -8.3773	-7.3246
0.208125	124.584
#starting from: -8.4562	-7.64542
0.208125	149.717
#starting from: -7.6798	-7.32882
0.208125	130.867
#starting from: -7.05315	-7.4315
0.208125	149.717
#starting from: -7.46603	-7.97193
0.208125	124.584
#starting from: -8.01201	-7.78655
0.208125	149.717
#starting from: -7.17787	-7.53833
0.208125	124.584
#starting from: -7.16375	-7.485
0.208125	124.584
#starting from: -8.98622	-7.61663
0.208125	124.584
#starting from: -8.26885	-7.51705
0.208125	124.584
#starting from: -7.85502	-8.35995
0.208125	124.584
#starting from: -7.97172	-7.17446
0.208125	130.867
#starting from: -7.12189	-7.15136
0.208125	149.717
#starting from: -7.17648	-7.75107
0.208125	124.584
#starting from: -8.70919	-8.3454
0.208125	124.584
#starting from: -8.40049	-8.82043
0.208125	124.584
#starting from: -7.81438	-8.85634
0.208125	149.717
#starting from: -7.26204	-7.98964
0.208125	124.584
#starting from: -8.22915	-8.56033
0.208125	130.867
#starting from: -7.17439	-7.01366
0.208125	124.584
#starting from: -8.67439	-8.77584
0.208125	149.717
#starting from: -7.45012	-7.95958
0.208125	149.717
#starting from: -7.17672	-8.20243
0.208125	124.584
#starting from: -7.43758	-8.95633
0.208125	124.584
#starting from: -8.27322	-8.81142
0.208125	124.584
#starting from: -7.14128	-7.33909
0.208125	149.717
#starting from: -7.53389	-7.75643
0.208125	124.584
#starting from: -8.41387	-8.05472
0.208125	149.717
#starting from: -7.13564	-8.82729
0.208125	124.584
#starting from: -8.26576	-8.61303
0.208125	124.584
#starting from: -7.90964	-7.40667
0.208125	124.584
#starting from: -8.93132	-8.8427
0.208125	124.584
#starting from: -8.52294	-7.89929
0.208125	124.584
#starting from: -8.21819	-8.44817
0.208125	149.717
#starting from: -7.50854	-8.25349
0.208125	124.584
#starting from: -7.44728	-8.99188
0.208125	124.584
#starting from: -7.57899	-8.26204
0.208125	124.584
#starting from: -8.03519	-7.34348
0.208125	149.717
#starting from: -7.51127	-8.39603
0.208125	124.584
#starting from: -7.91865	-8.28354
0.208125	124.584
#starting from: -8.17919	-8.7732
0.208125	124.584
#starting from: -7.91273	-8.37881
0.208125	149.717
#starting from: -7.17292	-8.13618
0.208125	124.584
#starting from: -8.36886	-7.43743
0.208125	124.584
#starting from: -8.91696	-8.23933
0.208125	124.584
#starting from: -8.15338	-8.13617
0.208125	149.717
#starting from: -7.30087	-7.48391
0.208125	149.717
#starting from: -7.55061	-7.90901
0.208125	124.584
#starting from: -8.27805	-7.81121
0.208125	124.584
#starting from: -8.57591	-7.84282
0.208125	124.584
#starting from: -8.16139	-7.81901
0.208125	124.584
#starting from: -7.96952	-7.09402
0.208125	124.584
#starting from: -8.92059	-7.78616
0.208125	124.584
#starting from: -7.4961	-8.54553
0.208125	124.584
#starting from: -8.47748	-8.73732
0.208125	124.584
#starting from: -8.21635	-7.38964
0.208125	149.717
#starting from: -7.47467	-8.4517
0.208125	149.717
#starting from: -7.36976	-8.04015
0.208125	124.584
#starting from: -8.45569	-8.20199
0.208125	124.584
#starting from: -8.95614	-7.55136
0.208125	124.584
#starting from: -8.37324	-7.52804
0.208125	124.584
#starting from: -8.19924	-8.08731
0.208125	149.717
#starting from: -7.19422	-8.6664
0.208125	149.717
#starting from: -7.49793	-8.39515
0.208125	149.717
#starting from: -7.51866	-8.3535
0.208125	124.584
#starting from: -8.25886	-8.54231
0.208125	130.867
#starting from: -7.09704	-7.07267
0.208125	124.584
#starting from: -8.42044	-8.25357
0.208125	124.584
#starting from: -8.23309	-8.07384
0.208125	149.717
#starting from: -7.44949	-7.04102
0.208125	149.717
#starting from: -7.33128	-7.62816
0.208125	124.584
#starting from: -8.36725	-8.32168
0.208125	124.584
#starting from: -7.79492	-8.19912
0.208125	124.584
#starting from: -7.45353	-8.66775
0.208125	149.717
#starting from: -7.47562	-7.83941
0.208125	124.584
#starting from: -7.62325	-8.84242
0.208125	124.584
#starting from: -8.51919	-7.90664
0.208125	124.584
#starting from: -7.52297	-8.37939
0.208125	124.584
#starting from: -7.57234	-8.92605
0.208125	124.584
#starting from: -8.18568	-7.05065
0.208125	130.867
#starting from: -7.09474	-7.01251
0.208125	149.717
#starting from: -7.77104	-7.45206
0.208125	124.584
#starting from: -8.67292	-7.2293
0.208125	124.584
#starting from: -8.20941	-8.94401
0.208125	149.717
#starting from: -7.10801	-8.50472
0.208125	124.584
#starting from: -8.61658	-8.11429
0.208125	149.717
#starting from: -7.32475	-8.4157
0.208125	149.717
#starting from: -7.24523	-8.21274
0.208125	124.584
#starting from: -8.72083	-8.79779
0.208125	149.717
#starting from: -7.37028	-7.01591
0.208125	124.584
#starting from: -8.10843	-7.0996
0.208125	124.584
#starting from: -8.04531	-8.00465
0.208125	124.584
#starting from: -7.81601	-8.78806
0.208125	124.584
#starting from: -8.34102	-7.57928
0.208125	149.717
#starting from: -7.58918	-7.15858
0.208125	124.584
#starting from: -8.47934	-8.99365
0.208125	124.584
#starting from: -8.97124	-8.2229
0.208125	124.584
#starting from: -8.87571	-8.25627
0.208125	149.717
#starting from: -7.44186	-8.15133
0.208125	124.584
#starting from: -7.55016	-8.75533
0.208125	124.584
#starting from: -8.74402	-7.18532
0.208125	124.584
#starting from: -7.98916	-8.78892
0.208125	124.584
#starting from: -8.15057	-7.30558
0.208125	149.717
#starting from: -7.18844	-8.21582
0.208125	124.584
#starting from: -8.93315	-7.88216
0.208125	149.717
#starting from: -7.06785	-8.74058
0.208125	149.717
#starting from: -7.55224	-7.09007
0.208125	124.584
#starting from: -7.66919	-7.988
0.208125	149.717
#starting from: -7.68145	-7.12927
0.208125	149.717
#starting from: -7.7566	-7.59224
0.208125	124.584
#starting from: -8.53692	-8.19722
0.208125	124.584
#starting from: -8.95456	-8.45894
0.208125	149.717
#starting from: -7.48632	-7.03159
0.208125	124.584
#starting from: -8.15231	-7.87231
0.208125	124.584
#starting from: -7.91539	-7.91549
0.208125	124.584
#starting from: -8.47805	-7.83896
0.208125	124.584
#starting from: -7.86921	-7.49725
0.208125	124.584
#starting from: -8.72818	-8.70183
0.208125	149.717
#starting from: -7.7016	-7.62955
0.208125	124.584
#starting from: -8.89118	-8.90621
0.208125	149.717
#starting from: -7.47534	-8.14939
0.208125	124.584
#starting from: -8.67632	-8.49347
0.208125	149.717
#starting from: -7.0722	-8.39203
0.208125	124.584
#starting from: -8.39583	-7.11759
0.208125	124.584
#starting from: -8.35573	-8.04875
0.208125	149.717
#starting from: -7.02428	-7.80915
0.208125	149.717
#starting from: -7.38836	-7.29571
0.208125	149.717
#starting from: -7.4008	-8.66608
0.208125	124.584
#starting from: -8.80911	-8.9833
0.208125	149.717
#starting from: -7.80285	-7.51021
0.208125	124.584
#starting from: -8.25557	-7.16603
0.208125	149.717
#starting from: -7.38391	-7.9996
0.208125	124.584
#starting from: -8.7481	-7.97706
0.208125	124.584
#starting from: -8.14455	-7.46612
0.208125	124.584
#starting from: -7.02872	-7.61908
0.208125	130.867
#starting from: -7.08444	-7.11832
0.208125	124.584
#starting from: -7.99476	-8.01913
0.208125	149.717
#starting from: -7.53163	-7.00792
0.208125	149.717
#starting from: -7.10628	-8.09326
0.208125	124.584
#starting from: -7.8206	-7.93246
0.208125	149.717
#starting from: -7.07988	-8.83534
0.208125	149.717
#starting from: -7.35465	-8.38797
0.208125	124.584
#starting from: -7.82371	-8.00969
0.208125	124.584
#starting from: -8.3429	-8.45834
0.208125	124.584
#starting from: -8.30855	-7.59244
0.208125	124.584
#starting from: -8.35731	-7.89178
0.208125	149.717
#starting from: -7.42664	-7.31773
0.208125	149.717
#starting from: -7.6889	-7.42176
0.208125	124.584
#starting from: -8.85332	-8.59281
0.208125	124.584
#starting from: -8.62443	-8.9014
0.208125	149.717
#starting from: -7.86918	-7.26021
0.208125	124.584
#starting from: -8.38609	-7.98035
0.208125	124.584
#starting from: -8.46963	-7.6315
0.208125	124.584
#starting from: -8.9309	-7.6905
0.208125	149.717
#starting from: -7.84518	-7.11378
0.208125	149.717
#starting from: -7.03791	-7.86676
0.208125	124.584
#starting from: -8.59638	-7.36456
0.208125	149.717
#starting from: -7.39329	-8.08016
0.208125	124.584
#starting from: -7.14801	-7.30878
0.208125	124.584
#starting from: -8.05291	-8.36723
0.208125	124.584
#starting from: -8.88194	-8.50706
0.208125	124.584
#starting from: -7.02069	-7.6597
0.208125	149.717
#starting from: -7.15144	-8.15039
0.208125	149.717
#starting from: -7.48332	-7.11958
0.208125	124.584
#starting from: -8.54305	-7.96934
0.208125	124.584
#starting from: -8.8868	-8.95508
0.208125	124.584
#starting from: -8.81662	-8.04069
0.208125	124.584
#starting from: -8.27618	-8.50889
0.208125	124.584
#starting from: -8.19061	-7.92369
0.208125	149.717
#starting from: -7.86216	-7.39694
0.208125	124.584
#starting from: -8.95858	-7.82235
0.208125	124.584
#starting from: -7.96083	-8.98659
0.208125	149.717
#starting from: -7.29263	-7.51844
0.208125	124.584
#starting from: -8.97505	-8.56115
0.208125	124.584
#starting from: -7.09031	-7.60525
0.208125	124.584
#starting from: -8.89722	-7.72845
0.208125	124.584
#starting from: -8.43818	-7.1874
0.208125	124.584
#starting from: -8.28084	-7.9371
0.208125	124.584
#starting from: -7.6275	-8.46961
0.208125	149.717
#starting from: -7.59438	-8.08098
0.208125	124.584
#starting from: -8.87191	-7.07765
0.208125	149.717
#starting from: -7.58278	-7.66851
0.208125	124.584
#starting from: -8.75406	-7.97148
0.208125	124.584
#starting from: -8.97479	-8.79052
0.208125	124.584
#starting from: -8.06604	-8.37679
0.208125	124.584
#starting from: -8.98045	-8.93265
0.208125	124.584
#starting from: -8.73702	-7.45117
0.208125	124.584
#starting from: -8.57957	-7.38605
0.208125	124.584
#starting from: -8.2954	-8.98599
0.208125	149.717
#starting from: -7.4703	-7.79682
0.208125	124.584
#starting from: -7.58258	-8.87558
0.208125	124.584
#starting from: -8.35797	-8.70356
0.208125	149.717
#starting from: -7.28543	-8.91343
0.208125	149.717
#starting from: -7.61037	-7.40076
0.208125	149.717
#starting from: -7.40296	-7.69734
0.208125	124.584
#starting from: -8.08348	-7.82199
0.208125	124.584
#starting from: -7.68593	-8.5178
0.208125	124.584
#starting from: -8.96341	-7.89332
0.208125	149.717
#starting from: -7.52522	-7.6679
0.208125	149.717
#starting from: -7.38466	-8.38447
0.208125	124.584
#starting from: -7.77514	-8.8713
0.208125	124.584
#starting from: -7.61588	-8.24384
0.208125	124.584
#starting from: -8.30639	-7.23636
0.208125	149.717
#starting from: -7.54181	-7.29208
0.208125	124.584
#starting from: -8.75008	-7.57708
0.208125	124.584
#starting from: -8.98751	-8.8136
0.208125	124.584
#starting from: -8.37962	-8.61417
0.208125	124.584
#starting from: -8.3534	-8.51564
0.208125	124.584
#starting from: -8.98427	-8.15782
0.208125	124.584
#starting from: -8.57798	-8.91064
0.208125	124.584
#starting from: -7.16853	-7.39815
0.208125	124.584
#starting from: -7.66211	-8.63014
0.208125	124.584
#starting from: -8.32772	-8.22313
0.208125	149.717
#starting from: -7.29445	-8.40524
0.208125	124.584
#starting from: -8.56371	-7.2073
0.208125	149.717
#starting from: -7.44421	-7.93573
0.208125	149.717
#starting from: -7.04421	-8.10682
0.208125	124.584
#starting from: -7.851	-8.40107
0.208125	124.584
#starting from: -8.25554	-7.80944
0.208125	124.584
#starting from: -7.9524	-7.56554
0.208125	124.584
#starting from: -7.40492	-8.78205
0.208125	124.584
#starting from: -8.33827	-7.83919
0.208125	124.584
#starting from: -8.28537	-7.89631
0.208125	124.584
#starting from: -7.44959	-8.92382
0.208125	124.584
#starting from: -8.65545	-8.27123
0.208125	149.717
#starting from: -7.65688	-7.90928
0.208125	124.584
#starting from: -8.68902	-8.56709
0.208125	124.584
#starting from: -8.67843	-7.58533
0.208125	149.717
#starting from: -7.9445	-7.06288
0.208125	124.584
#starting from: -8.86969	-8.68125
0.208125	124.584
#starting from: -7.65198	-8.78027
0.208125	124.584
#starting from: -7.84705	-8.34878
0.208125	124.584
#starting from: -7.37399	-8.79654
0.208125	149.717
#starting from: -7.04679	-8.23028
0.208125	124.584
#starting from: -8.09087	-8.443
0.208125	149.717
#starting from: -7.63515	-7.99251
0.208125	124.584
#starting from: -7.93909	-8.17496
0.208125	124.584
#starting from: -8.28033	-8.62127
0.208125	124.584
#starting from: -8.66509	-8.18652
0.208125	149.717
#starting from: -7.49411	-8.1254
0.208125	149.717
#starting from: -7.75748	-7.37955
0.208125	124.584
#starting from: -8.14451	-8.12713
0.208125	124.584
#starting from: -7.46998	-8.5741
0.208125	124.584
#starting from: -8.46326	-8.73686
0.208125	124.584
#starting from: -7.7958	-7.70302
0.208125	124.584
#starting from: -8.92269	-7.90716
0.208125	124.584
#starting from: -8.64685	-8.03509
0.208125	124.584
#starting from: -7.14397	-7.37038
0.208125	149.717
#starting from: -7.46779	-7.00579
0.208125	124.584
#starting from: -8.65037	-7.43761
0.208125	124.584
#starting from: -7.18995	-7.39648
0.208125	124.584
#starting from: -8.05444	-8.67384
0.208125	149.717
#starting from: -7.25894	-7.26181
0.208125	149.717
#starting from: -7.3535	-7.64271
0.208125	124.584
#starting from: -8.06469	-8.84019
0.208125	124.584
#starting from: -8.24456	-7.90608
0.208125	124.584
#starting from: -8.9986	-7.80279
0.208125	149.717
#starting from: -7.26868	-8.16637
0.207275	149.715
#starting from: -7.212	-7.74567
0.207275	124.582
#starting from: -8.88307	-8.01388
0.207275	124.582
#starting from: -8.06489	-8.32134
0.207275	149.715
#starting from: -7.45558	-7.93198
0.207275	124.582
#starting from: -8.57549	-8.17698
0.207275	149.715
#starting from: -7.73258	-7.18805
0.207275	124.582
#starting from: -8.79031	-8.90302
0.207275	124.582
#starting from: -7.60193	-8.63157
0.207275	124.582
#starting from: -7.66847	-8.05578
0.207275	149.715
#starting from: -7.10929	-7.87095
0.207275	124.582
#starting from: -7.99115	-8.60051
0.207275	124.582
#starting from: -7.85144	-8.76593
0.207275	124.582
#starting from: -8.31039	-7.28177
0.207275	124.582
#starting from: -7.87801	-7.66044
0.207275	124.582
#starting from: -7.48507	-8.70522
0.207275	124.582
#starting from: -8.77758	-7.46145
0.207275	124.582
#starting from: -8.87863	-8.73004
0.207275	124.582
#starting from: -7.70487	-7.89958
0.207275	149.715
#starting from: -7.4664	-7.39637
0.207275	149.715
#starting from: -7.65525	-7.4078
0.207275	149.715
#starting from: -7.76001	-7.13392
0.207275	124.582
#starting from: -8.08516	-8.75612
0.207275	149.715
#starting from: -7.77078	-7.2215
0.207275	124.582
#starting from: -8.53058	-8.33645
0.207275	124.582
#starting from: -7.34347	-8.6931
0.207275	149.715
#starting from: -7.36666	-8.59487
0.207275	149.715
#starting from: -7.10265	-7.72106
0.207275	124.582
#starting from: -7.39045	-8.73431
0.207275	124.582
#starting from: -8.31409	-8.03281
0.207275	124.582
#starting from: -7.72205	-8.08739
0.207275	149.715
#starting from: -7.41514	-8.22156
0.207275	149.715
#starting from: -7.49622	-7.18893
0.207275	130.865
#starting from: -7.16028	-7.02417
0.207275	149.715
#starting from: -7.23728	-8.00298
0.207275	124.582
#starting from: -8.36155	-8.92006
0.207275	124.582
#starting from: -7.66856	-7.99388
0.207275	149.715
#starting from: -7.28037	-8.00663
0.207275	124.582
#starting from: -7.67188	-8.09093
0.207275	124.582
#starting from: -8.44082	-8.1377
0.207275	124.582
#starting from: -7.4904	-8.50541
0.207275	124.582
#starting from: -8.84232	-8.63477
0.207275	124.582
#starting from: -8.11891	-8.1244
0.207275	149.715
#starting from: -7.07515	-8.46109
0.207275	149.715
#starting from: -7.35802	-7.35866
0.207275	149.715
#starting from: -7.77782	-7.25346
0.207275	149.715
#starting from: -7.1884	-7.23193
0.207275	124.582
#starting from: -8.5797	-8.99489
0.207275	124.582
#starting from: -7.48673	-8.42663
0.207275	124.582
#starting from: -8.88572	-7.50936
0.207275	124.582
#starting from: -8.36665	-8.4396
0.207275	124.582
#starting from: -8.61655	-7.84039
0.207275	124.582
#starting from: -8.36883	-8.48341
0.207275	124.582
#starting from: -8.78895	-7.18348
0.207275	124.582
#starting from: -8.94806	-7.07515
0.207275	124.582
#starting from: -8.24316	-7.00171
0.207275	149.715
#starting from: -7.01406	-8.15198
0.207275	149.715
#starting from: -7.29552	-8.68085
0.207275	149.715
#starting from: -7.03046	-7.99231
0.207275	149.715
#starting from: -7.64234	-7.13509
0.207275	124.582
#starting from: -7.75992	-7.63583
0.207275	124.582
#starting from: -7.46856	-8.79703
0.207275	124.582
#starting from: -8.61311	-7.86357
0.207275	149.715
#starting from: -7.63296	-7.28861
0.207275	124.582
#starting from: -8.78824	-7.81099
0.207275	124.582
#starting from: -8.82386	-8.7198
0.207275	124.582
#starting from: -8.76595	-7.2274
0.207275	149.715
#starting from: -7.19011	-8.68406
0.207275	149.715
#starting from: -7.33733	-8.40721
0.207275	149.715
#starting from: -7.17549	-8.28515
0.207275	149.715
#starting from: -7.20883	-7.18873
0.207275	149.715
#starting from: -7.72386	-7.06292
0.207275	124.582
#starting from: -8.50415	-8.92334
0.207275	149.715
#starting from: -7.35587	-7.61708
0.207275	124.582
#starting from: -7.39006	-8.88569
0.207275	124.582
#starting from: -7.9231	-8.26663
0.207275	124.582
#starting from: -8.41836	-7.14072
0.207275	124.582
#starting from: -8.09831	-7.38928
0.207275	124.582
#starting from: -7.43991	-8.85558
0.207275	124.582
#starting from: -8.13132	-7.29448
0.207275	149.715
#starting from: -7.24995	-7.47587
0.207275	124.582
#starting from: -8.38304	-8.91715
0.207275	124.582
#starting from: -7.39559	-8.57448
0.207275	124.582
#starting from: -8.15068	-8.41408
0.207275	149.715
#starting from: -7.5522	-7.46876
0.207275	149.715
#starting from: -7.01832	-8.46405
0.207275	124.582
#starting from: -8.74484	-7.98609
0.207275	124.582
#starting from: -8.98392	-7.99819
0.207275	149.715
#starting from: -7.76155	-7.27073
0.207275	124.582
#starting from: -7.78359	-7.82509
0.207275	149.715
#starting from: -7.33799	-8.36745
0.207275	149.715
#starting from: -7.30159	-8.67795
0.207275	124.582
#starting from: -8.09834	-7.15538
0.207275	124.582
#starting from: -7.78781	-8.51246
0.207275	124.582
#starting from: -8.13117	-8.74512
0.207275	124.582
#starting from: -8.7664	-8.67753
0.207275	124.582
#starting from: -7.87431	-7.82123
0.207275	124.582
#starting from: -8.39701	-8.92426
0.207275	149.715
#starting from: -7.72259	-7.1959
0.207275	124.582
#starting from: -8.00282	-7.37741
0.207275	124.582
#starting from: -7.87387	-8.03757
0.207275	124.582
#starting from: -8.03582	-7.32215
0.207275	149.715
#starting from: -7.76331	-7.36842
0.207275	124.582
#starting from: -8.86769	-8.93308
0.207275	124.582
#starting from: -7.35953	-8.93562
0.207275	124.582
#starting from: -7.67647	-8.79558
0.207275	124.582
#starting from: -7.35798	-8.84989
0.207275	124.582
#starting from: -7.45386	-8.81124
0.207275	124.582
#starting from: -8.37796	-7.54075
0.207275	124.582
#starting from: -7.99458	-8.01622
0.207275	124.582
#starting from: -7.1608	-7.13063
0.207275	124.582
#starting from: -7.89024	-8.50686
0.207275	124.582
#starting from: -8.91042	-8.28844
0.207275	124.582
#starting from: -8.305	-7.34758
0.207275	124.582
#starting from: -7.83494	-8.76945
0.207275	124.582
#starting from: -7.9078	-8.149
0.207275	149.715
#starting from: -7.32895	-8.56644
0.207275	124.582
#starting from: -8.32752	-8.83068
0.207275	124.582
#starting from: -7.96336	-8.7915
0.207275	124.582
#starting from: -7.61711	-8.57402
0.207275	124.582
#starting from: -7.8465	-8.52193
0.207275	124.582
#starting from: -8.0204	-7.03018
0.207275	124.582
#starting from: -8.27164	-8.84313
0.207275	149.715
#starting from: -7.6608	-7.37707
0.207275	149.715
#starting from: -7.71593	-7.16511
0.207275	149.715
#starting from: -7.15873	-8.66974
0.207275	149.715
#starting from: -7.41636	-8.08705
0.207275	124.582
#starting from: -7.91184	-7.24761
0.207275	124.582
#starting from: -8.33622	-8.60771
0.207275	124.582
#starting from: -8.95979	-7.85984
0.207275	124.582
#starting from: -8.52466	-7.32017
0.207275	124.582
#starting from: -8.87997	-8.18419
0.207275	124.582
#starting from: -8.81122	-7.47999
0.207275	124.582
#starting from: -8.94586	-7.82148
0.207275	124.582
#starting from: -7.40271	-8.77862
0.207275	149.715
#starting from: -7.09747	-7.99861
0.207275	124.582
#starting from: -8.85656	-7.7651
0.207275	124.582
#starting from: -7.4537	-8.67236
0.207275	124.582
#starting from: -7.59213	-8.87021
0.207275	124.582
#starting from: -7.7778	-8.9921
0.207275	149.715
#starting from: -7.76987	-7.44273
0.207275	124.582
#starting from: -8.18479	-8.33107
0.207275	124.582
#starting from: -8.9855	-8.83844
0.207275	149.715
#starting from: -7.51301	-7.90528
0.207275	124.582
#starting from: -8.31346	-8.17387
0.207275	124.582
#starting from: -8.49288	-8.82333
0.207275	124.582
#starting from: -8.3404	-7.77395
0.207275	124.582
#starting from: -8.69173	-7.38065
0.207275	149.715
#starting from: -7.58034	-8.02238
0.207275	124.582
#starting from: -7.92619	-7.52544
0.207275	124.582
#starting from: -8.20056	-7.59762
0.207275	149.715
#starting from: -7.23227	-8.10155
0.207275	149.715
#starting from: -7.14153	-8.55284
0.207275	124.582
#starting from: -8.18532	-7.97094
0.207275	124.582
#starting from: -7.80046	-8.82334
0.207275	124.582
#starting from: -8.04171	-7.45837
0.207275	124.582
#starting from: -7.89966	-8.62489
0.207275	124.582
#starting from: -8.75656	-7.79584
0.207275	124.582
#starting from: -8.32313	-7.36812
0.207275	124.582
#starting from: -8.20688	-8.90949
0.207275	149.715
#starting from: -7.74237	-7.46623
0.207275	124.582
#starting from: -8.47471	-7.03603
0.207275	149.715
#starting from: -7.0726	-8.74033
0.207275	149.715
#starting from: -7.23438	-8.49413
0.207275	124.582
#starting from: -8.80403	-7.6188
0.207275	124.582
#starting from: -8.636	-7.56372
0.207275	124.582
#starting from: -8.18424	-7.54361
0.207275	149.715
#starting from: -7.06171	-8.57914
0.207275	124.582
#starting from: -7.55425	-8.43917
0.207275	124.582
#starting from: -8.05942	-7.51949
0.207275	124.582
#starting from: -8.21016	-7.51313
0.207275	124.582
#starting from: -8.92505	-7.52857
0.207275	124.582
#starting from: -7.32764	-8.7673
0.207275	124.582
#starting from: -7.99498	-7.60136
0.207275	124.582
#starting from: -8.95118	-7.02553
0.207275	149.715
#starting from: -7.28735	-7.67742
0.207275	124.582
#starting from: -8.90162	-8.24367
0.207275	124.582
#starting from: -8.77631	-7.73195
0.207275	124.582
#starting from: -8.9285	-7.13012
0.207275	149.715
#starting from: -7.62717	-7.74672
0.207275	124.582
#starting from: -8.17126	-8.24564
0.207275	124.582
#starting from: -7.73712	-7.96533
0.207275	149.715
#starting from: -7.13145	-8.9757
0.207275	124.582
#starting from: -8.68127	-7.88568
0.207275	124.582
#starting from: -8.04586	-7.09456
0.207275	124.582
#starting from: -8.04041	-8.67737
0.207275	124.582
#starting from: -7.84182	-8.38303
0.207275	124.582
#starting from: -7.36584	-8.74571
0.207275	149.715
#starting from: -7.64706	-7.53036
0.207275	124.582
#starting from: -8.82022	-7.28576
0.207275	124.582
#starting from: -7.56269	-8.85791
0.207275	124.582
#starting from: -8.29179	-7.04766
0.207275	124.582
#starting from: -7.86964	-7.67662
0.207275	149.715
#starting from: -7.43853	-8.08558
0.207275	130.865
#starting from: -7.07879	-7.00569
0.207275	124.582
#starting from: -8.53067	-7.55565
0.207275	149.715
#starting from: -7.32887	-7.14273
0.207275	124.582
#starting from: -8.60555	-7.04057
0.207275	149.715
#starting from: -7.06661	-8.06546
0.207275	149.715
#starting from: -7.14602	-7.53329
0.207275	149.715
#starting from: -7.02751	-8.33142
0.207275	149.715
#starting from: -7.3685	-7.7677
0.207275	124.582
#starting from: -8.15188	-8.41661
0.207275	124.582
#starting from: -8.03879	-7.86479
0.207275	124.582
#starting from: -8.09517	-8.86047
0.207275	124.582
#starting from: -8.39719	-8.50287
0.207275	124.582
#starting from: -7.96659	-8.11373
0.207275	124.582
#starting from: -8.12217	-8.81996
0.207275	124.582
#starting from: -8.75707	-8.33014
0.207275	124.582
#starting from: -8.63436	-8.59709
0.207275	124.582
#starting from: -7.6264	-8.73783
0.207275	149.715
#starting from: -7.08592	-8.58714
0.207275	149.715
#starting from: -7.43282	-7.67372
0.207275	124.582
#starting from: -8.41559	-7.99898
0.207275	124.582
#starting from: -7.97829	-8.55396
0.207275	124.582
#starting from: -8.6119	-8.89919
0.207275	124.582
#starting from: -7.74803	-7.74294
0.207275	124.582
#starting from: -7.87513	-7.59984
0.207275	124.582
#starting from: -8.71475	-7.1803
0.207275	124.582
#starting from: -7.69886	-8.10652
0.207275	124.582
#starting from: -7.77293	-8.61519
0.207275	124.582
#starting from: -8.46778	-7.75914
0.207275	124.582
#starting from: -8.78502	-8.15991
0.207275	124.582
#starting from: -7.57574	-8.51928
0.207275	149.715
#starting from: -7.15065	-7.48463
0.207275	124.582
#starting from: -8.37796	-7.82587
0.207275	149.715
#starting from: -7.37514	-7.26911
0.207275	124.582
#starting from: -7.73232	-8.10303
0.207275	149.715
#starting from: -7.15534	-8.04072
0.207275	149.715
#starting from: -7.30738	-8.68201
0.207275	124.582
#starting from: -8.70951	-7.63429
0.207275	124.582
#starting from: -8.13943	-7.48007
0.207275	124.582
#starting from: -8.89969	-8.2481
0.207275	124.582
#starting from: -8.35745	-7.53678
0.207275	124.582
#starting from: -8.92847	-8.54455
0.207275	124.582
#starting from: -8.42436	-7.46916
0.207275	124.582
#starting from: -8.15235	-8.25269
0.207275	124.582
#starting from: -8.44092	-7.88867
0.207275	149.715
#starting from: -7.48209	-7.80739
0.207275	124.582
#starting from: -7.47947	-8.90265
0.207275	124.582
#starting from: -8.22676	-7.52431
0.207275	149.715
#starting from: -7.40979	-7.51449
0.207275	149.715
#starting from: -7.3213	-7.14153
0.207275	124.582
#starting from: -8.40986	-7.73626
0.207275	149.715
#starting from: -7.29002	-7.71953
0.207275	124.582
