#G	time_to_stabilize
#G_graz: 0.0578561
#starting from: -7.38634	-7.06056
0.23915	105.794
#starting from: -8.05874	-8.99017
0.23915	105.794
#starting from: -8.04448	-7.34265
0.23915	105.794
#starting from: -7.84543	-8.30954
0.23915	105.794
#starting from: -7.06385	-7.10476
0.23915	105.794
#starting from: -7.58779	-8.8245
0.23915	105.794
#starting from: -8.75622	-8.78073
0.23915	105.794
#starting from: -7.17893	-8.82615
0.23915	105.794
#starting from: -8.65353	-7.64946
0.23915	105.794
#starting from: -8.5083	-8.19039
0.23915	105.794
#starting from: -8.30201	-8.18575
0.23915	105.794
#starting from: -7.63515	-7.68191
0.23915	105.794
#starting from: -8.40179	-7.37511
0.23915	105.794
#starting from: -8.82385	-8.58419
0.23915	105.794
#starting from: -7.01887	-8.61888
0.23915	105.794
#starting from: -8.14008	-8.49814
0.23915	105.794
#starting from: -7.56969	-7.6868
0.23915	105.794
#starting from: -8.08718	-8.20296
0.23915	105.794
#starting from: -8.07906	-7.21353
0.23915	105.794
#starting from: -7.28828	-7.14295
0.23915	105.794
#starting from: -7.92904	-8.22412
0.23915	105.794
#starting from: -8.60669	-8.55156
0.23915	105.794
#starting from: -8.31523	-8.50778
0.23915	105.794
#starting from: -8.27496	-7.94447
0.23915	105.794
#starting from: -7.83844	-7.17024
0.23915	105.794
#starting from: -8.20086	-8.02748
0.23915	105.794
#starting from: -7.38775	-8.81957
0.23915	105.794
#starting from: -7.83653	-7.84806
0.23915	105.794
#starting from: -8.23451	-8.06289
0.23915	105.794
#starting from: -7.24314	-8.8949
0.23915	105.794
#starting from: -7.8835	-7.57018
0.23915	105.794
#starting from: -7.65859	-8.36122
0.23915	105.794
#starting from: -7.58205	-8.88135
0.23915	105.794
#starting from: -8.06735	-8.28642
0.23915	105.794
#starting from: -8.67837	-7.07668
0.23915	105.794
#starting from: -7.80402	-8.41317
0.23915	105.794
#starting from: -8.2317	-7.39683
0.23915	105.794
#starting from: -8.29266	-8.30565
0.23915	105.794
#starting from: -7.19634	-8.34244
0.23915	105.794
#starting from: -8.51569	-8.06184
0.23915	105.794
#starting from: -8.35089	-8.38497
0.23915	105.794
#starting from: -8.17524	-8.86868
0.23915	105.794
#starting from: -7.55255	-7.7987
0.23915	105.794
#starting from: -8.52816	-7.39922
0.23915	105.794
#starting from: -7.67214	-7.14899
0.23915	105.794
#starting from: -7.04044	-8.54336
0.23915	105.794
#starting from: -8.15453	-7.68716
0.23915	105.794
#starting from: -8.00883	-7.97614
0.23915	105.794
#starting from: -8.44479	-7.46876
0.23915	105.794
#starting from: -7.39769	-8.66339
0.23915	105.794
#starting from: -8.43181	-7.69193
0.23915	105.794
#starting from: -8.73056	-7.84624
0.23915	105.794
#starting from: -7.61243	-8.04128
0.23915	105.794
#starting from: -8.21044	-8.99337
0.23915	105.794
#starting from: -8.59085	-8.40201
0.23915	105.794
#starting from: -7.84355	-7.89641
0.23915	105.794
#starting from: -7.44268	-7.14452
0.23915	105.794
#starting from: -7.68036	-7.99152
0.23915	105.794
#starting from: -8.03056	-7.48183
0.23915	105.794
#starting from: -7.78229	-8.80481
0.23915	105.794
#starting from: -8.97984	-7.68486
0.23915	105.794
#starting from: -8.25835	-7.34998
0.23915	105.794
#starting from: -8.52176	-8.25276
0.23915	105.794
#starting from: -8.87094	-7.94053
0.23915	105.794
#starting from: -7.34335	-7.58868
0.2383	105.793
#starting from: -8.08971	-8.26696
0.2383	105.793
#starting from: -8.47034	-7.68048
0.2383	105.793
#starting from: -8.43868	-8.36937
0.2383	105.793
#starting from: -7.84349	-8.2651
0.2383	105.793
#starting from: -8.89154	-8.10549
0.2383	105.793
#starting from: -7.37525	-8.41794
0.2383	105.793
#starting from: -8.37607	-7.45409
0.2383	105.793
#starting from: -7.75389	-8.76699
0.2383	105.793
#starting from: -7.81315	-8.50569
0.2383	105.793
#starting from: -8.26496	-8.83635
0.2383	105.793
#starting from: -8.48716	-8.87964
0.2383	105.793
#starting from: -8.41818	-8.65868
0.2383	105.793
#starting from: -7.37916	-7.89324
0.2383	105.793
#starting from: -8.01268	-7.55574
0.2383	105.793
#starting from: -7.9065	-8.63295
0.2383	105.793
#starting from: -7.51874	-8.43769
0.2383	105.793
#starting from: -7.1312	-8.42503
0.2383	105.793
#starting from: -7.81647	-7.01312
0.2383	105.793
#starting from: -7.07185	-7.83993
0.2383	105.793
#starting from: -8.219	-8.15713
0.2383	105.793
#starting from: -8.0943	-7.94532
0.2383	105.793
#starting from: -8.69848	-7.94731
0.2383	105.793
#starting from: -7.41217	-8.13753
0.2383	105.793
#starting from: -8.5268	-8.84502
0.2383	105.793
#starting from: -7.23681	-8.96313
0.2383	105.793
#starting from: -7.82077	-7.95371
0.2383	105.793
#starting from: -8.03656	-8.20259
0.2383	105.793
#starting from: -8.46947	-8.07239
0.2383	105.793
#starting from: -8.1789	-7.52382
0.2383	105.793
#starting from: -8.66582	-7.9296
0.2383	105.793
#starting from: -7.83819	-8.77255
0.2383	105.793
#starting from: -7.0816	-7.05669
0.2383	105.793
#starting from: -8.17364	-8.48547
0.2383	105.793
#starting from: -7.53926	-7.99197
0.2383	105.793
#starting from: -8.55804	-7.34802
0.2383	105.793
#starting from: -8.20887	-8.27081
0.2383	105.793
#starting from: -7.3525	-8.72417
0.2383	105.793
#starting from: -7.1227	-8.69274
0.2383	105.793
#starting from: -7.3597	-8.93243
0.2383	105.793
#starting from: -8.98999	-7.50491
0.2383	105.793
#starting from: -7.44125	-7.21913
0.2383	105.793
#starting from: -8.32048	-7.73832
0.2383	105.793
#starting from: -8.04972	-8.07102
0.2383	105.793
#starting from: -7.89352	-7.51755
0.2383	105.793
#starting from: -7.2721	-7.43884
0.2383	105.793
#starting from: -8.31402	-7.75161
0.2383	105.793
#starting from: -8.7439	-7.81444
0.2383	105.793
#starting from: -7.07967	-7.40896
0.2383	105.793
#starting from: -8.2937	-8.8781
0.2383	105.793
#starting from: -7.16302	-8.62531
0.2383	105.793
#starting from: -7.37719	-7.55003
0.2383	105.793
#starting from: -7.50407	-7.51945
0.2383	105.793
#starting from: -8.27924	-7.11425
0.2383	105.793
#starting from: -8.49436	-7.13589
0.2383	105.793
#starting from: -7.27626	-7.74996
0.2383	105.793
#starting from: -7.23545	-7.94223
0.2383	105.793
#starting from: -8.29511	-8.09943
0.2383	105.793
#starting from: -8.19531	-8.39081
0.2383	105.793
#starting from: -7.34588	-7.49126
0.2383	105.793
#starting from: -8.57345	-7.76529
0.2383	105.793
#starting from: -8.64818	-7.3555
0.2383	105.793
#starting from: -7.72826	-7.14148
0.2383	105.793
#starting from: -7.2831	-8.3252
0.2383	105.793
#starting from: -7.30962	-7.46986
0.2383	105.793
#starting from: -8.42686	-7.95138
0.2383	105.793
#starting from: -8.42853	-7.42942
0.2383	105.793
#starting from: -7.84454	-8.99129
0.2383	105.793
#starting from: -7.53374	-7.77561
0.2383	105.793
#starting from: -7.55936	-7.16107
0.2383	105.793
#starting from: -7.76272	-8.15221
0.2383	105.793
#starting from: -7.51245	-7.55231
0.2383	105.793
#starting from: -7.55312	-7.88012
0.2383	105.793
#starting from: -7.55411	-7.775
0.2383	105.793
#starting from: -7.1524	-7.82219
0.2383	105.793
#starting from: -8.83727	-8.17928
0.2383	105.793
#starting from: -7.51796	-8.19636
0.2383	105.793
#starting from: -8.61332	-7.10439
0.2383	105.793
#starting from: -8.87754	-8.70473
0.2383	105.793
#starting from: -8.05415	-7.88829
0.2383	105.793
#starting from: -8.47321	-8.6329
0.2383	105.793
#starting from: -7.65981	-8.26976
0.2383	105.793
#starting from: -7.28506	-7.34107
0.2383	105.793
#starting from: -8.83434	-7.0112
0.2383	105.793
#starting from: -7.62813	-7.36658
0.2383	105.793
#starting from: -7.8469	-8.02819
0.2383	105.793
#starting from: -7.22932	-7.0833
0.2383	105.793
#starting from: -8.38903	-7.61323
0.2383	105.793
#starting from: -7.16692	-7.23224
0.2383	105.793
#starting from: -8.53088	-7.23435
0.2383	105.793
#starting from: -7.84312	-8.65449
0.2383	105.793
#starting from: -8.04516	-8.64192
0.2383	124.642
#starting from: -8.85361	-8.94841
0.2383	105.793
#starting from: -7.6073	-8.1887
0.2383	105.793
#starting from: -7.55489	-7.1759
0.2383	105.793
#starting from: -8.9183	-7.82773
0.2383	105.793
#starting from: -7.14245	-7.91665
0.2383	105.793
#starting from: -8.92984	-7.87112
0.2383	105.793
#starting from: -7.08247	-7.35853
0.2383	105.793
#starting from: -8.24631	-8.37441
0.2383	105.793
#starting from: -8.15787	-7.0546
0.2383	105.793
#starting from: -7.10146	-8.2439
0.2383	105.793
#starting from: -8.45257	-7.98309
0.2383	105.793
#starting from: -7.16964	-7.10132
0.2383	105.793
#starting from: -8.43362	-7.24536
0.2383	105.793
#starting from: -7.93881	-8.26976
0.2383	105.793
#starting from: -8.06867	-7.7493
0.2383	105.793
#starting from: -8.63782	-8.75071
0.2383	105.793
#starting from: -7.64246	-8.65798
0.2383	105.793
#starting from: -8.65342	-8.35084
0.2383	105.793
#starting from: -7.90656	-7.0164
0.2383	105.793
#starting from: -8.22545	-7.64268
0.2383	105.793
#starting from: -7.14984	-8.27606
0.2383	105.793
#starting from: -7.47652	-8.19077
0.2383	105.793
#starting from: -7.91946	-8.39613
0.2383	105.793
#starting from: -8.94291	-8.3597
0.2383	105.793
#starting from: -7.81603	-8.96777
0.2383	105.793
#starting from: -8.46452	-7.58863
0.2383	105.793
#starting from: -7.53486	-8.46072
0.2383	105.793
#starting from: -7.8881	-8.16619
0.2383	105.793
#starting from: -7.33467	-7.02563
0.2383	105.793
#starting from: -7.24522	-7.60595
0.2383	105.793
#starting from: -8.81089	-7.34763
0.2383	105.793
#starting from: -8.32562	-7.47263
0.2383	105.793
#starting from: -8.12816	-7.29607
0.2383	105.793
#starting from: -7.6507	-7.83949
0.2383	105.793
#starting from: -8.55076	-8.00204
0.2383	105.793
#starting from: -8.08372	-7.24552
0.2383	105.793
#starting from: -7.03143	-8.99598
0.2383	105.793
#starting from: -8.93291	-7.91268
0.2383	105.793
#starting from: -8.28306	-8.00147
0.2383	105.793
#starting from: -7.02821	-8.84284
0.2383	124.642
#starting from: -8.9202	-8.87597
0.2383	105.793
#starting from: -8.3677	-7.9201
0.2383	105.793
#starting from: -7.12689	-7.12143
0.2383	105.793
#starting from: -8.42354	-7.04278
0.2383	105.793
#starting from: -7.08272	-8.52224
0.2383	105.793
#starting from: -7.86491	-8.92198
0.2383	105.793
#starting from: -8.5518	-7.00539
0.2383	105.793
#starting from: -8.34696	-7.87548
0.2383	105.793
#starting from: -7.16957	-8.21807
0.2383	105.793
#starting from: -8.71467	-8.61393
0.2383	105.793
#starting from: -7.87381	-7.19715
0.2383	105.793
#starting from: -7.42094	-8.49821
0.2383	105.793
#starting from: -7.35864	-7.29574
0.2383	105.793
#starting from: -8.85613	-7.58525
0.2383	105.793
#starting from: -8.22968	-8.68327
0.2383	105.793
#starting from: -7.7408	-8.26645
0.2383	105.793
#starting from: -8.37707	-8.85956
0.2383	105.793
#starting from: -7.60494	-8.89594
0.2383	105.793
#starting from: -8.36431	-8.27285
0.2383	105.793
#starting from: -7.96553	-8.12804
0.2383	105.793
#starting from: -7.69724	-8.58745
0.2383	105.793
#starting from: -8.34064	-8.66496
0.2383	105.793
#starting from: -7.02097	-7.44462
0.2383	105.793
#starting from: -8.929	-7.8943
0.2383	105.793
#starting from: -8.68526	-8.25542
0.2383	105.793
#starting from: -8.91088	-7.8828
0.2383	105.793
#starting from: -7.44207	-8.36767
0.2383	105.793
#starting from: -7.46432	-7.6457
0.2383	105.793
#starting from: -8.68567	-8.7919
0.2383	105.793
#starting from: -8.44241	-8.96062
0.2383	105.793
#starting from: -7.20478	-7.65904
0.2383	105.793
#starting from: -7.06523	-7.03441
0.2383	105.793
#starting from: -7.29171	-7.41363
0.2383	105.793
#starting from: -8.08582	-8.49959
0.2383	105.793
#starting from: -8.69865	-7.86906
0.2383	105.793
#starting from: -8.10304	-8.48157
0.2383	105.793
#starting from: -8.88179	-7.67765
0.2383	105.793
#starting from: -7.64492	-8.04935
0.2383	105.793
#starting from: -8.13128	-7.68697
0.2383	105.793
#starting from: -8.0933	-8.78496
0.2383	105.793
#starting from: -7.21759	-8.45187
0.2383	105.793
#starting from: -7.37562	-7.39496
0.2383	105.793
#starting from: -7.33599	-7.04877
0.2383	105.793
#starting from: -7.46037	-8.48296
0.2383	105.793
#starting from: -7.16038	-8.27161
0.2383	105.793
#starting from: -8.93701	-7.31584
0.2383	105.793
#starting from: -8.08599	-8.67065
0.2383	105.793
#starting from: -7.94701	-8.44924
0.2383	105.793
#starting from: -8.67241	-8.28058
0.2383	105.793
#starting from: -8.03372	-7.77077
0.2383	105.793
#starting from: -7.08418	-7.57646
0.2383	105.793
#starting from: -8.76694	-8.60616
0.2383	105.793
#starting from: -7.58043	-7.39887
0.2383	105.793
#starting from: -7.86872	-8.37638
0.2383	124.642
#starting from: -8.98579	-8.59915
0.2383	105.793
#starting from: -7.52825	-7.02824
0.2383	105.793
#starting from: -8.9662	-7.8291
0.2383	105.793
#starting from: -8.86305	-7.87056
0.2383	105.793
#starting from: -7.7438	-7.46386
0.2383	105.793
#starting from: -8.32386	-8.71854
0.2383	105.793
#starting from: -8.2262	-7.7971
0.2383	105.793
#starting from: -7.26934	-7.66611
0.2383	105.793
#starting from: -7.26311	-8.38462
0.2383	105.793
#starting from: -8.68988	-8.55204
0.2383	105.793
#starting from: -7.24918	-7.06417
0.2383	105.793
#starting from: -8.30658	-8.81485
0.2383	105.793
#starting from: -7.86035	-8.57515
0.2383	105.793
#starting from: -8.29932	-7.89474
0.2383	105.793
#starting from: -7.48539	-8.07651
0.2383	105.793
#starting from: -7.1525	-7.05987
0.2383	105.793
#starting from: -8.13006	-7.43245
0.2383	105.793
#starting from: -8.67456	-7.72668
0.2383	105.793
#starting from: -7.58462	-8.51131
0.2383	105.793
#starting from: -8.39845	-8.13942
0.2383	105.793
#starting from: -8.86103	-7.95076
0.2383	105.793
#starting from: -8.2326	-7.71063
0.2383	105.793
#starting from: -7.98317	-8.89234
0.2383	105.793
#starting from: -7.39941	-8.21562
0.2383	105.793
#starting from: -7.71829	-7.49208
0.2383	105.793
#starting from: -8.18181	-7.94217
0.2383	105.793
#starting from: -7.81289	-7.09048
0.2383	105.793
#starting from: -7.30082	-7.19688
0.2383	105.793
#starting from: -7.56192	-8.17803
0.2383	105.793
#starting from: -8.11404	-7.63965
0.2383	105.793
#starting from: -8.76818	-7.36273
0.2383	105.793
#starting from: -8.51848	-8.9302
0.2383	105.793
#starting from: -7.94729	-8.78764
0.2383	105.793
#starting from: -8.99449	-8.05673
0.2383	105.793
#starting from: -7.73066	-8.25412
0.2383	105.793
#starting from: -7.86033	-7.27412
0.2383	105.793
#starting from: -7.11525	-7.05411
0.2383	105.793
#starting from: -8.67892	-7.95275
0.2383	105.793
#starting from: -8.59488	-8.36149
0.2383	105.793
#starting from: -7.34471	-7.22341
0.2383	105.793
#starting from: -7.16763	-8.93603
0.2383	105.793
#starting from: -7.28064	-8.40983
0.2383	105.793
#starting from: -7.01491	-7.9226
0.2383	105.793
#starting from: -8.65377	-7.69214
0.2383	105.793
#starting from: -8.18161	-8.69833
0.2383	105.793
#starting from: -7.62413	-8.35517
0.2383	105.793
#starting from: -7.03435	-8.03132
0.2383	105.793
#starting from: -8.84802	-8.85624
0.2383	105.793
#starting from: -7.33567	-7.94225
0.2383	105.793
#starting from: -7.51354	-8.11792
0.2383	105.793
#starting from: -8.23546	-7.10911
0.2383	105.793
#starting from: -7.65802	-8.40125
0.2383	105.793
#starting from: -8.46681	-8.37679
0.2383	105.793
#starting from: -7.44913	-8.10967
0.2383	105.793
#starting from: -7.41528	-8.52237
0.2383	105.793
#starting from: -7.37486	-8.59185
0.2383	105.793
#starting from: -8.32035	-8.49867
0.2383	105.793
#starting from: -7.56344	-7.48492
0.2383	105.793
#starting from: -7.23697	-8.60839
0.2383	105.793
#starting from: -7.91209	-8.52191
0.2383	105.793
#starting from: -7.98503	-8.50884
0.2383	105.793
#starting from: -7.36836	-7.36778
0.2383	105.793
#starting from: -8.67884	-8.16245
0.2383	105.793
#starting from: -7.00101	-7.35913
0.2383	105.793
#starting from: -7.05889	-7.13698
0.2383	105.793
#starting from: -8.08084	-8.30107
0.2383	105.793
#starting from: -7.88842	-8.86908
0.2383	105.793
#starting from: -7.64506	-8.4093
0.2383	105.793
#starting from: -7.0758	-7.05633
0.2383	105.793
#starting from: -8.41692	-7.98415
0.2383	105.793
#starting from: -7.88802	-7.85206
0.2383	105.793
#starting from: -8.074	-7.03711
0.2383	105.793
#starting from: -7.44728	-7.57769
0.2383	105.793
#starting from: -7.54364	-8.772
0.2383	105.793
#starting from: -7.85467	-7.69908
0.2383	105.793
#starting from: -7.10282	-7.4928
0.2383	105.793
#starting from: -8.99196	-8.17098
0.2383	105.793
#starting from: -8.85907	-8.74809
0.2383	105.793
#starting from: -7.68756	-7.08459
0.2383	105.793
#starting from: -8.68531	-8.43813
0.2383	105.793
#starting from: -7.37463	-7.58425
0.2383	105.793
#starting from: -7.0408	-8.46766
0.2383	105.793
#starting from: -7.505	-7.44152
0.2383	105.793
#starting from: -8.61829	-7.69921
0.2383	105.793
#starting from: -7.78004	-7.39594
0.2383	105.793
#starting from: -7.07189	-8.07655
0.2383	105.793
#starting from: -8.827	-8.25937
0.2383	105.793
#starting from: -7.87643	-7.59872
0.2383	105.793
#starting from: -8.78334	-7.63568
0.2383	105.793
#starting from: -7.95853	-8.02313
0.2383	105.793
#starting from: -8.8758	-7.66462
0.2383	105.793
#starting from: -7.47771	-7.54268
0.2383	105.793
#starting from: -8.53253	-8.37651
0.2383	105.793
#starting from: -8.53856	-8.16903
0.2383	105.793
#starting from: -7.19687	-8.39798
0.2383	105.793
#starting from: -8.96653	-7.68267
0.2383	105.793
#starting from: -7.99001	-7.34637
0.2383	105.793
#starting from: -7.83456	-8.43557
0.2383	105.793
#starting from: -7.69319	-7.02729
0.2383	105.793
#starting from: -7.07581	-7.28574
0.2383	105.793
#starting from: -7.48807	-7.81814
0.2383	105.793
#starting from: -7.14129	-7.67122
0.2383	105.793
#starting from: -7.2936	-8.47595
0.2383	105.793
#starting from: -7.58934	-7.91457
0.2383	105.793
#starting from: -8.43779	-7.64066
0.2383	105.793
#starting from: -7.71496	-7.44639
0.2383	105.793
#starting from: -7.60922	-7.45363
0.2383	105.793
#starting from: -7.18135	-7.14088
0.2383	105.793
#starting from: -8.52945	-7.27984
0.2383	105.793
#starting from: -7.36183	-7.29124
0.2383	105.793
#starting from: -7.94377	-7.91708
0.2383	105.793
#starting from: -8.29783	-7.66005
0.2383	105.793
#starting from: -7.33569	-7.12425
0.2383	105.793
#starting from: -8.42878	-8.05133
0.2383	105.793
#starting from: -7.58524	-8.23039
0.23745	105.791
#starting from: -8.5021	-8.57477
0.23745	105.791
#starting from: -8.6523	-8.69937
0.23745	105.791
#starting from: -7.38837	-8.12604
0.23745	105.791
#starting from: -7.66112	-7.51593
0.23745	105.791
#starting from: -7.02284	-7.28695
0.23745	105.791
#starting from: -7.52558	-7.97831
0.23745	105.791
#starting from: -7.4125	-8.46187
0.23745	105.791
#starting from: -8.93047	-7.7224
0.23745	105.791
#starting from: -7.27655	-7.26208
0.23745	105.791
#starting from: -8.31376	-8.91266
0.23745	105.791
#starting from: -7.18624	-8.68005
0.23745	105.791
#starting from: -7.96673	-7.52724
0.23745	105.791
#starting from: -7.19131	-8.09318
0.23745	105.791
#starting from: -7.61646	-8.43572
0.23745	105.791
#starting from: -7.33129	-8.80303
0.23745	105.791
#starting from: -8.12469	-7.48159
0.23745	105.791
#starting from: -8.27501	-8.71464
0.23745	105.791
#starting from: -8.47679	-7.62379
0.23745	105.791
#starting from: -7.72288	-7.35627
0.23745	105.791
#starting from: -7.64109	-8.88128
0.23745	105.791
#starting from: -7.23681	-8.29631
0.23745	105.791
#starting from: -7.48352	-7.37655
0.23745	105.791
#starting from: -7.30148	-8.29153
0.23745	105.791
#starting from: -7.24316	-8.36093
0.23745	105.791
#starting from: -7.8739	-8.10119
0.23745	105.791
#starting from: -8.21639	-8.10693
0.23745	105.791
#starting from: -8.81445	-8.10333
0.23745	105.791
#starting from: -7.54422	-7.12134
0.23745	105.791
#starting from: -8.48554	-8.28566
